cabang,sku,n_train,n_zero,zero_ratio,imputed_ratio,spike_ratio,qty_mean,qty_median,qty_std,qty_min,qty_max,scale_bucket,zero_bucket
13I,BKLM001KPOX,41.0,6.0,0.14634146341463414,0.14634146341463414,0.0975609756097561,13.170731707317072,6.0,15.992033077480158,0.0,57.0,medium,dense
13I,BKLM200CHAR,41.0,1.0,0.024390243902439025,0.0,0.07317073170731707,35.41463414634146,23.0,30.74652468959386,0.0,126.0,medium,dense
13I,BKLM200CPOX,41.0,1.0,0.024390243902439025,0.0,0.07317073170731707,35.41463414634146,23.0,30.74652468959386,0.0,126.0,medium,dense
13I,BNOP400CHAR,41.0,14.0,0.34146341463414637,0.34146341463414637,0.0,10.707317073170731,8.0,10.691688132467727,0.0,32.0,medium,semi_sparse
13I,BNOP400CPOX,41.0,14.0,0.34146341463414637,0.34146341463414637,0.0,10.707317073170731,8.0,10.691688132467727,0.0,32.0,medium,semi_sparse
13I,BOPQ005KSW,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,29.75609756097561,20.0,29.646905814776755,0.0,110.0,medium,dense
13I,BOPQ025KPSW,40.0,5.0,0.125,0.125,0.075,4.125,3.0,4.3570602886549965,0.0,21.0,low,dense
13I,BPQR005KS001,41.0,7.0,0.17073170731707318,0.17073170731707318,0.07317073170731707,5.7560975609756095,4.0,5.957266519994207,0.0,26.0,low,dense
13I,BPQR005KS002,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,6.951219512195122,6.0,5.638932609599955,0.0,22.0,medium,dense
13I,BPQR005KS003,41.0,6.0,0.14634146341463414,0.14634146341463414,0.04878048780487805,10.24390243902439,9.0,8.65962033753466,0.0,32.0,medium,dense
13I,BPQR005KS004,40.0,3.0,0.075,0.075,0.025,12.075,11.0,9.274689848985345,0.0,41.0,medium,dense
13I,BPQR005KS006,41.0,6.0,0.14634146341463414,0.14634146341463414,0.0,9.292682926829269,8.0,8.313374472616474,0.0,29.0,medium,dense
13I,BPQR005KS007,41.0,22.0,0.5365853658536586,0.4878048780487805,0.0975609756097561,3.3902439024390243,0.0,6.556973573152814,0.0,36.0,low,sparse
13I,BQRS005K,41.0,0.0,0.0,0.0,0.024390243902439025,61.48780487804878,66.0,26.140124283579365,16.0,135.0,high,dense
13I,BQRS025KP,41.0,9.0,0.21951219512195122,0.21951219512195122,0.0,2.4146341463414633,2.0,2.049092601080995,0.0,8.0,low,semi_sparse
13I,BSTU001K01,40.0,2.0,0.05,0.05,0.025,45.975,40.5,39.953490589138895,0.0,192.0,medium,dense
13I,BSTU001K02,40.0,2.0,0.05,0.05,0.1,81.275,31.5,107.85079615269063,0.0,437.0,medium,dense
13I,BSTU001K03,41.0,0.0,0.0,0.0,0.07317073170731707,51.951219512195124,45.0,34.429602974411566,2.0,142.0,medium,dense
13I,BSTU001K04,41.0,3.0,0.07317073170731707,0.04878048780487805,0.024390243902439025,42.4390243902439,33.0,39.666767438554785,0.0,179.0,medium,dense
13I,BSTU001K05,36.0,18.0,0.5,0.5,0.1111111111111111,7.916666666666667,1.0,14.709326487446175,0.0,72.0,low,semi_sparse
13I,BSTU001K06,39.0,10.0,0.2564102564102564,0.2564102564102564,0.07692307692307693,9.923076923076923,6.0,13.417162252688895,0.0,59.0,medium,semi_sparse
13I,BSTU001K07,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0975609756097561,16.29268292682927,11.0,16.84821044271323,0.0,71.0,medium,dense
13I,BSTU001K08,41.0,12.0,0.2926829268292683,0.2682926829268293,0.07317073170731707,6.7073170731707314,4.0,8.010130780577256,0.0,30.0,low,semi_sparse
13I,BSTU001K10,41.0,5.0,0.12195121951219512,0.12195121951219512,0.07317073170731707,12.878048780487806,8.0,16.012799758242185,0.0,87.0,medium,dense
13I,BTUV004K55,39.0,23.0,0.5897435897435898,0.5897435897435898,0.05128205128205128,2.4871794871794872,0.0,3.8379805193534486,0.0,13.0,low,sparse
13I,BTUV004K63,41.0,11.0,0.2682926829268293,0.2682926829268293,0.0975609756097561,6.536585365853658,3.0,8.520849608388854,0.0,42.0,low,semi_sparse
13I,BTUV004KBA,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,16.878048780487806,14.0,14.986986224640397,0.0,64.0,medium,dense
13I,BTUV004KBB,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0975609756097561,12.487804878048781,8.0,10.943312915245347,0.0,42.0,medium,dense
13I,BTUV004KBC,41.0,0.0,0.0,0.0,0.0,54.926829268292686,52.0,31.180434765973388,6.0,130.0,high,dense
13I,BUVW001K110,41.0,0.0,0.0,0.0,0.04878048780487805,103.7560975609756,93.0,66.11799319693728,15.0,362.0,high,dense
13I,BUVW001K160,41.0,0.0,0.0,0.0,0.04878048780487805,119.34146341463415,116.0,56.337203407738286,30.0,283.0,high,dense
13I,BUVW001K178,41.0,0.0,0.0,0.0,0.024390243902439025,169.21951219512195,151.0,99.87555061052778,28.0,566.0,high,dense
13I,BUVW001K179,41.0,0.0,0.0,0.0,0.04878048780487805,40.65853658536585,33.0,33.09879888764663,2.0,175.0,medium,dense
13I,BUVW001K189,41.0,0.0,0.0,0.0,0.04878048780487805,48.390243902439025,33.0,52.284738714456864,5.0,257.0,medium,dense
13I,BUVW001K190,41.0,0.0,0.0,0.0,0.024390243902439025,169.6829268292683,137.0,116.42217121845613,27.0,565.0,high,dense
13I,BUVW001K191,41.0,0.0,0.0,0.0,0.07317073170731707,54.75609756097561,45.0,35.25392211357829,10.0,153.0,medium,dense
13I,BUVW001K192,41.0,0.0,0.0,0.0,0.024390243902439025,545.4146341463414,474.0,300.8617602496,136.0,1330.0,high,dense
13I,BUVW001K194,41.0,0.0,0.0,0.0,0.07317073170731707,293.1219512195122,244.0,151.85111048687645,111.0,865.0,high,dense
13I,BUVW001K197,41.0,0.0,0.0,0.0,0.04878048780487805,58.68292682926829,46.0,48.41200214016677,6.0,273.0,medium,dense
13I,BUVW001K198,41.0,0.0,0.0,0.0,0.04878048780487805,65.53658536585365,58.0,46.47585263390851,16.0,254.0,high,dense
13I,BUVW001K199,41.0,0.0,0.0,0.0,0.024390243902439025,67.07317073170732,53.0,44.165252316669964,12.0,187.0,high,dense
13I,BUVW001K301,41.0,0.0,0.0,0.0,0.04878048780487805,857.3658536585366,772.0,362.3491241949924,383.0,1882.0,high,dense
13I,BUVW001K303,41.0,0.0,0.0,0.0,0.0,396.219512195122,363.0,164.10187570456378,147.0,757.0,high,dense
13I,BUVW001K303M,41.0,15.0,0.36585365853658536,0.36585365853658536,0.0975609756097561,7.585365853658536,3.0,12.77492780753789,0.0,54.0,low,semi_sparse
13I,BUVW001K305,41.0,0.0,0.0,0.0,0.07317073170731707,435.1463414634146,380.0,224.5402593050531,193.0,1255.0,high,dense
13I,BUVW001K306,41.0,0.0,0.0,0.0,0.07317073170731707,1074.560975609756,973.0,441.1908344911807,498.0,2403.0,high,dense
13I,BUVW001K309,41.0,0.0,0.0,0.0,0.0975609756097561,216.1951219512195,196.0,111.92055653725885,71.0,580.0,high,dense
13I,BUVW001K309M,40.0,26.0,0.65,0.65,0.1,2.575,0.0,5.821654976608169,0.0,26.0,low,sparse
13I,BUVW001K310,41.0,0.0,0.0,0.0,0.04878048780487805,56.829268292682926,46.0,39.64019578598496,12.0,166.0,medium,dense
13I,BUVW001K328,41.0,0.0,0.0,0.0,0.0975609756097561,750.609756097561,696.0,354.45429028640496,323.0,2097.0,high,dense
13I,BUVW001K329,41.0,0.0,0.0,0.0,0.024390243902439025,219.5609756097561,198.0,118.52890971836528,53.0,585.0,high,dense
13I,BUVW001K330,41.0,0.0,0.0,0.0,0.04878048780487805,470.8536585365854,450.0,181.66088750410884,221.0,1019.0,high,dense
13I,BUVW001K331,41.0,0.0,0.0,0.0,0.04878048780487805,346.8536585365854,302.0,149.10944989765233,155.0,811.0,high,dense
13I,BUVW001K333,41.0,0.0,0.0,0.0,0.0,623.2439024390244,594.0,208.25030377982705,304.0,1110.0,high,dense
13I,BUVW001K334,41.0,0.0,0.0,0.0,0.0,65.7560975609756,56.0,37.57444642826084,20.0,156.0,high,dense
13I,BUVW001K370,41.0,0.0,0.0,0.0,0.0975609756097561,281.7073170731707,231.0,148.62625002038487,104.0,722.0,high,dense
13I,BUVW001K461,41.0,0.0,0.0,0.0,0.0,182.3170731707317,178.0,91.69908369890896,67.0,402.0,high,dense
13I,BUVW001K462,41.0,0.0,0.0,0.0,0.04878048780487805,116.53658536585365,99.0,65.33609169554589,36.0,315.0,high,dense
13I,BUVW001K465,41.0,0.0,0.0,0.0,0.024390243902439025,344.390243902439,246.0,248.65275768114662,82.0,972.0,high,dense
13I,BUVW001K466,41.0,0.0,0.0,0.0,0.04878048780487805,195.09756097560975,181.0,114.7427132496981,48.0,527.0,high,dense
13I,BUVW001K470,41.0,0.0,0.0,0.0,0.0975609756097561,82.51219512195122,57.0,80.24310623075964,13.0,469.0,high,dense
13I,BUVW001K480,41.0,0.0,0.0,0.0,0.0975609756097561,291.6341463414634,266.0,132.69189050156024,95.0,706.0,high,dense
13I,BUVW001K630,41.0,0.0,0.0,0.0,0.07317073170731707,69.65853658536585,52.0,55.94622853959754,10.0,257.0,high,dense
13I,BUVW001K631,41.0,0.0,0.0,0.0,0.04878048780487805,96.29268292682927,86.0,63.29425088522615,15.0,304.0,high,dense
13I,BUVW001K642,41.0,1.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,46.73170731707317,31.0,46.21527041479033,0.0,256.0,medium,dense
13I,BUVW001K645,41.0,0.0,0.0,0.0,0.024390243902439025,102.3170731707317,78.0,59.81656920301859,32.0,283.0,high,dense
13I,BUVW001K648,41.0,0.0,0.0,0.0,0.04878048780487805,178.2439024390244,165.0,102.15301769595573,57.0,441.0,high,dense
13I,BUVW001K650,41.0,0.0,0.0,0.0,0.024390243902439025,225.8780487804878,205.0,122.24733026163624,41.0,567.0,high,dense
13I,BUVW001K651,41.0,0.0,0.0,0.0,0.024390243902439025,87.51219512195122,60.0,62.50684840528256,10.0,263.0,high,dense
13I,BUVW001K652,41.0,0.0,0.0,0.0,0.04878048780487805,115.63414634146342,94.0,74.29460145177474,15.0,309.0,high,dense
13I,BUVW001K657,41.0,0.0,0.0,0.0,0.04878048780487805,198.8780487804878,168.0,106.62977893673775,41.0,537.0,high,dense
13I,BUVW001K660,41.0,0.0,0.0,0.0,0.04878048780487805,120.36585365853658,104.0,76.24951019434845,29.0,417.0,high,dense
13I,BUVW001K662,41.0,0.0,0.0,0.0,0.0,37.048780487804876,32.0,18.587564686521194,9.0,77.0,medium,dense
13I,BUVW001K670,41.0,0.0,0.0,0.0,0.024390243902439025,129.90243902439025,114.0,78.47923447576714,46.0,423.0,high,dense
13I,BUVW001K671,41.0,0.0,0.0,0.0,0.024390243902439025,121.53658536585365,112.0,75.2815042228088,27.0,448.0,high,dense
13I,BUVW001K731,41.0,0.0,0.0,0.0,0.04878048780487805,265.0243902439024,230.0,131.5318379338018,94.0,659.0,high,dense
13I,BUVW001K732,41.0,0.0,0.0,0.0,0.07317073170731707,117.78048780487805,95.0,74.77182363535142,19.0,342.0,high,dense
13I,BUVW001K733,41.0,0.0,0.0,0.0,0.0975609756097561,636.8780487804878,463.0,474.91937184757745,96.0,1942.0,high,dense
13I,BUVW001K750,41.0,0.0,0.0,0.0,0.04878048780487805,318.0487804878049,269.0,174.5428244327896,110.0,875.0,high,dense
13I,BUVW001K752,41.0,0.0,0.0,0.0,0.07317073170731707,231.3170731707317,180.0,138.64422797657141,78.0,714.0,high,dense
13I,BUVW001K753,41.0,0.0,0.0,0.0,0.024390243902439025,138.14634146341464,124.0,82.7328716338342,44.0,448.0,high,dense
13I,BUVW001K754,41.0,0.0,0.0,0.0,0.024390243902439025,130.0,132.0,68.00367637120804,32.0,345.0,high,dense
13I,BUVW001K755,41.0,0.0,0.0,0.0,0.024390243902439025,122.29268292682927,116.0,58.831642804888176,35.0,281.0,high,dense
13I,BUVW001K911,41.0,0.0,0.0,0.0,0.04878048780487805,686.4878048780488,575.0,319.41165617046755,303.0,1485.0,high,dense
13I,BUVW001K911M,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0975609756097561,17.829268292682926,8.0,27.209283745648644,0.0,120.0,medium,dense
13I,BUVW001K915,41.0,0.0,0.0,0.0,0.07317073170731707,334.0731707317073,273.0,181.01952798578148,122.0,856.0,high,dense
13I,BUVW001K915M,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0,45.170731707317074,40.0,36.665312244016405,0.0,126.0,medium,dense
13I,BUVW001K924,41.0,0.0,0.0,0.0,0.07317073170731707,253.1219512195122,204.0,154.1084350582328,87.0,710.0,high,dense
13I,BUVW001KALU,41.0,0.0,0.0,0.0,0.0,546.829268292683,466.0,328.9928496517078,101.0,1297.0,high,dense
13I,BUVW001KBA,41.0,0.0,0.0,0.0,0.04878048780487805,114.46341463414635,106.0,55.21643666562322,26.0,258.0,high,dense
13I,BUVW001KBB,41.0,0.0,0.0,0.0,0.024390243902439025,51.41463414634146,44.0,32.22186804776851,8.0,178.0,medium,dense
13I,BUVW001KBC,41.0,0.0,0.0,0.0,0.07317073170731707,155.390243902439,121.0,101.21261730851062,5.0,420.0,high,dense
13I,BUVW001KBY,39.0,0.0,0.0,0.0,0.05128205128205128,15.307692307692308,14.0,10.428084161112963,2.0,44.0,medium,dense
13I,BUVW001KSB,41.0,0.0,0.0,0.0,0.12195121951219512,3535.439024390244,2327.0,2612.1190827447026,1143.0,13637.0,high,dense
13I,BUVW001KSBM,41.0,0.0,0.0,0.0,0.04878048780487805,941.8536585365854,824.0,515.6255696227453,209.0,2500.0,high,dense
13I,BUVW001KSW,41.0,0.0,0.0,0.0,0.12195121951219512,9428.19512195122,6881.0,7003.734968641776,2428.0,27122.0,high,dense
13I,BUVW001KSWM,41.0,0.0,0.0,0.0,0.0,785.3658536585366,689.0,442.71750338661565,221.0,1772.0,high,dense
13I,BUVW002KBA,41.0,0.0,0.0,0.0,0.04878048780487805,123.78048780487805,92.0,101.47623174791276,12.0,468.0,high,dense
13I,BUVW002KBB,39.0,0.0,0.0,0.0,0.0,32.02564102564103,33.0,21.03566792940427,2.0,82.0,medium,dense
13I,BUVW002KBC,40.0,1.0,0.025,0.025,0.05,86.65,67.0,71.34838686117793,0.0,342.0,high,dense
13I,BUVW002KBY,39.0,5.0,0.1282051282051282,0.1282051282051282,0.05128205128205128,8.846153846153847,6.0,8.827404880432127,0.0,44.0,medium,dense
13I,BUVW025C190,41.0,15.0,0.36585365853658536,0.36585365853658536,0.0,22.24390243902439,24.0,21.726459085415733,0.0,96.0,medium,semi_sparse
13I,BUVW025C192,41.0,0.0,0.0,0.0,0.0,458.0487804878049,408.0,239.48799043161978,120.0,1008.0,high,dense
13I,BUVW025C301,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,52.09756097560975,48.0,42.562780030238144,0.0,144.0,medium,dense
13I,BUVW025C465,41.0,0.0,0.0,0.0,0.04878048780487805,261.6585365853659,192.0,188.50352911233486,48.0,768.0,high,dense
13I,BUVW025C650,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0975609756097561,156.8780487804878,120.0,145.897257534532,0.0,696.0,high,dense
13I,BUVW025C732,41.0,11.0,0.2682926829268293,0.2682926829268293,0.0975609756097561,49.75609756097561,24.0,68.38741861183418,0.0,360.0,medium,semi_sparse
13I,BUVW025C733,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,189.65853658536585,144.0,171.7136584194888,0.0,816.0,high,dense
13I,BUVW025CSB,41.0,0.0,0.0,0.0,0.04878048780487805,669.0731707317074,528.0,398.4359666398042,192.0,1872.0,high,dense
13I,BUVW025CSW,41.0,0.0,0.0,0.0,0.07317073170731707,567.219512195122,432.0,342.86232748693186,96.0,1392.0,high,dense
13I,BUVW050C190,41.0,8.0,0.1951219512195122,0.1951219512195122,0.024390243902439025,23.121951219512194,24.0,21.36374864338094,0.0,84.0,medium,dense
13I,BUVW050C192,41.0,0.0,0.0,0.0,0.04878048780487805,344.1951219512195,264.0,213.08768377268956,72.0,1032.0,high,dense
13I,BUVW050C301,41.0,0.0,0.0,0.0,0.04878048780487805,112.39024390243902,96.0,69.54598408563233,12.0,360.0,high,dense
13I,BUVW050C465,41.0,0.0,0.0,0.0,0.024390243902439025,191.70731707317074,168.0,93.7801268666339,72.0,456.0,high,dense
13I,BUVW050C650,41.0,0.0,0.0,0.0,0.0975609756097561,136.09756097560975,108.0,77.51896699455197,36.0,384.0,high,dense
13I,BUVW050C732,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,56.78048780487805,48.0,40.960659293474485,0.0,168.0,medium,dense
13I,BUVW050C733,41.0,0.0,0.0,0.0,0.07317073170731707,163.02439024390245,132.0,103.0175926249682,24.0,504.0,high,dense
13I,BUVW050CSB,41.0,0.0,0.0,0.0,0.0975609756097561,703.3170731707318,612.0,302.76975072027835,276.0,1644.0,high,dense
13I,BUVW050CSW,41.0,0.0,0.0,0.0,0.04878048780487805,591.5121951219512,516.0,303.5459703200834,156.0,1416.0,high,dense
13I,BUVW100C190,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,27.804878048780488,24.0,20.687217686527013,0.0,72.0,medium,dense
13I,BUVW100C192,41.0,0.0,0.0,0.0,0.07317073170731707,537.6585365853658,420.0,380.07259896999267,132.0,1848.0,high,dense
13I,BUVW100C194,41.0,7.0,0.17073170731707318,0.17073170731707318,0.07317073170731707,24.878048780487806,12.0,31.679800442830462,0.0,168.0,medium,dense
13I,BUVW100C197,40.0,8.0,0.2,0.2,0.05,21.6,12.0,19.820735063602925,0.0,84.0,medium,dense
13I,BUVW100C198,41.0,8.0,0.1951219512195122,0.17073170731707318,0.024390243902439025,23.70731707317073,24.0,23.158415211796147,0.0,132.0,medium,dense
13I,BUVW100C301,41.0,0.0,0.0,0.0,0.0,229.46341463414635,228.0,87.3693589197539,72.0,396.0,high,dense
13I,BUVW100C306,41.0,0.0,0.0,0.0,0.04878048780487805,117.07317073170732,96.0,71.6883499056515,36.0,324.0,high,dense
13I,BUVW100C309,41.0,11.0,0.2682926829268293,0.2682926829268293,0.0,17.853658536585368,12.0,16.126935504939798,0.0,60.0,medium,semi_sparse
13I,BUVW100C328,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,50.048780487804876,48.0,28.25769914511105,0.0,132.0,medium,dense
13I,BUVW100C465,41.0,0.0,0.0,0.0,0.0,228.29268292682926,216.0,110.55275751930367,36.0,492.0,high,dense
13I,BUVW100C466,41.0,7.0,0.17073170731707318,0.17073170731707318,0.07317073170731707,21.951219512195124,12.0,19.700191901999577,0.0,84.0,medium,dense
13I,BUVW100C470,40.0,18.0,0.45,0.45,0.0,11.4,12.0,13.018330272232422,0.0,48.0,medium,semi_sparse
13I,BUVW100C480,41.0,0.0,0.0,0.0,0.04878048780487805,76.09756097560975,72.0,41.44864586331427,12.0,216.0,high,dense
13I,BUVW100C630,41.0,27.0,0.6585365853658537,0.6585365853658537,0.0,4.682926829268292,0.0,7.037183472065524,0.0,24.0,low,sparse
13I,BUVW100C645,41.0,5.0,0.12195121951219512,0.12195121951219512,0.07317073170731707,32.19512195121951,24.0,35.642123612514396,0.0,168.0,medium,dense
13I,BUVW100C650,41.0,0.0,0.0,0.0,0.024390243902439025,225.3658536585366,168.0,133.88236554855928,60.0,564.0,high,dense
13I,BUVW100C652,40.0,17.0,0.425,0.425,0.025,11.7,12.0,14.24726694438675,0.0,60.0,medium,semi_sparse
13I,BUVW100C657,41.0,6.0,0.14634146341463414,0.14634146341463414,0.024390243902439025,28.390243902439025,24.0,19.85557610443536,0.0,84.0,medium,dense
13I,BUVW100C660,41.0,10.0,0.24390243902439024,0.24390243902439024,0.07317073170731707,12.0,12.0,8.899438184514796,0.0,36.0,medium,semi_sparse
13I,BUVW100C732,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,84.8780487804878,60.0,70.70791862371259,0.0,252.0,high,dense
13I,BUVW100C733,41.0,0.0,0.0,0.0,0.0,278.9268292682927,240.0,128.0625609309572,84.0,528.0,high,dense
13I,BUVW100C750,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,36.292682926829265,24.0,28.076897889937044,0.0,144.0,medium,dense
13I,BUVW100C911,41.0,4.0,0.0975609756097561,0.0975609756097561,0.0975609756097561,55.31707317073171,36.0,59.631551641890994,0.0,288.0,medium,dense
13I,BUVW100CALU,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0975609756097561,48.58536585365854,36.0,44.97609120952825,0.0,168.0,medium,dense
13I,BUVW100CSB,41.0,0.0,0.0,0.0,0.024390243902439025,1316.780487804878,1272.0,478.2193802113797,516.0,2736.0,high,dense
13I,BUVW100CSW,41.0,0.0,0.0,0.0,0.0,1141.4634146341464,1116.0,448.35856730751647,312.0,2148.0,high,dense
13I,BUVW200C190,41.0,3.0,0.07317073170731707,0.07317073170731707,0.04878048780487805,47.707317073170735,24.0,48.63241917817734,0.0,276.0,medium,dense
13I,BUVW200C192,41.0,0.0,0.0,0.0,0.07317073170731707,466.8292682926829,348.0,341.74521960365627,108.0,1452.0,high,dense
13I,BUVW200C194,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,51.51219512195122,36.0,42.362201283230974,0.0,180.0,medium,dense
13I,BUVW200C197,41.0,14.0,0.34146341463414637,0.34146341463414637,0.04878048780487805,19.024390243902438,12.0,22.92213755834962,0.0,96.0,medium,semi_sparse
13I,BUVW200C198,41.0,4.0,0.0975609756097561,0.0975609756097561,0.07317073170731707,20.78048780487805,12.0,14.702911608116862,0.0,72.0,medium,dense
13I,BUVW200C301,41.0,0.0,0.0,0.0,0.0,351.8048780487805,336.0,129.81202169140482,144.0,672.0,high,dense
13I,BUVW200C306,41.0,0.0,0.0,0.0,0.0,288.5853658536585,276.0,87.64729762227586,108.0,480.0,high,dense
13I,BUVW200C309,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0,28.682926829268293,24.0,17.774193405595433,0.0,72.0,medium,dense
13I,BUVW200C328,41.0,0.0,0.0,0.0,0.04878048780487805,122.92682926829268,120.0,70.4217261375715,24.0,372.0,high,dense
13I,BUVW200C465,41.0,0.0,0.0,0.0,0.04878048780487805,207.8048780487805,192.0,118.0167826015002,60.0,756.0,high,dense
13I,BUVW200C470,40.0,14.0,0.35,0.325,0.0,11.4,12.0,10.507140429250958,0.0,36.0,medium,semi_sparse
13I,BUVW200C480,41.0,0.0,0.0,0.0,0.0,69.65853658536585,60.0,38.25154229315307,12.0,168.0,high,dense
13I,BUVW200C630,41.0,22.0,0.5365853658536586,0.5365853658536586,0.0,6.146341463414634,0.0,7.160869275478208,0.0,24.0,low,sparse
13I,BUVW200C645,41.0,3.0,0.07317073170731707,0.07317073170731707,0.04878048780487805,45.951219512195124,36.0,34.35254810018625,0.0,132.0,medium,dense
13I,BUVW200C650,41.0,0.0,0.0,0.0,0.024390243902439025,226.53658536585365,216.0,119.10249736277062,60.0,672.0,high,dense
13I,BUVW200C657,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0,33.951219512195124,36.0,21.61706642853303,0.0,84.0,medium,dense
13I,BUVW200C660,41.0,17.0,0.4146341463414634,0.4146341463414634,0.0,12.292682926829269,12.0,13.546667306830534,0.0,48.0,medium,semi_sparse
13I,BUVW200C732,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,103.90243902439025,96.0,63.24863827706048,0.0,240.0,high,dense
13I,BUVW200C733,41.0,0.0,0.0,0.0,0.04878048780487805,289.1707317073171,252.0,137.73378351715755,96.0,780.0,high,dense
13I,BUVW200C750,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,40.09756097560975,36.0,20.716907199252475,0.0,96.0,medium,dense
13I,BUVW200C911,41.0,0.0,0.0,0.0,0.024390243902439025,108.29268292682927,108.0,59.90919958672417,12.0,276.0,high,dense
13I,BUVW200CALU,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,72.0,60.0,47.0914004888366,0.0,240.0,high,dense
13I,BUVW200CSB,41.0,0.0,0.0,0.0,0.024390243902439025,1662.439024390244,1584.0,673.3384753888822,780.0,4044.0,high,dense
13I,BUVW200CSW,41.0,0.0,0.0,0.0,0.07317073170731707,1680.878048780488,1500.0,785.1310780730167,756.0,4260.0,high,dense
13I,BUVW500C110,40.0,7.0,0.175,0.175,0.075,16.425,6.5,28.96318396932605,0.0,114.0,medium,dense
13I,BUVW500C160,41.0,0.0,0.0,0.0,0.12195121951219512,36.8780487804878,28.0,30.789767067932832,4.0,150.0,medium,dense
13I,BUVW500C178,41.0,0.0,0.0,0.0,0.04878048780487805,55.4390243902439,45.0,36.395088116727926,15.0,146.0,medium,dense
13I,BUVW500C179,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0975609756097561,15.439024390243903,6.0,27.3514613690821,0.0,120.0,medium,dense
13I,BUVW500C189,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,20.853658536585368,16.0,27.322665477227655,0.0,181.0,medium,dense
13I,BUVW500C190,41.0,0.0,0.0,0.0,0.04878048780487805,43.609756097560975,37.0,30.21165176614851,6.0,165.0,medium,dense
13I,BUVW500C191,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,21.146341463414632,15.0,26.509018253803507,0.0,159.0,medium,dense
13I,BUVW500C192,41.0,0.0,0.0,0.0,0.0975609756097561,291.8048780487805,219.0,199.4369849742263,99.0,928.0,high,dense
13I,BUVW500C194,41.0,0.0,0.0,0.0,0.0975609756097561,120.60975609756098,100.0,57.52689720851476,51.0,286.0,high,dense
13I,BUVW500C197,41.0,0.0,0.0,0.0,0.07317073170731707,26.975609756097562,22.0,21.86605566269103,4.0,124.0,medium,dense
13I,BUVW500C198,41.0,0.0,0.0,0.0,0.04878048780487805,36.02439024390244,25.0,26.62751190486829,8.0,150.0,medium,dense
13I,BUVW500C199,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0975609756097561,19.024390243902438,12.0,24.29556318021672,0.0,131.0,medium,dense
13I,BUVW500C301,41.0,0.0,0.0,0.0,0.07317073170731707,399.7560975609756,333.0,176.010621907856,220.0,1148.0,high,dense
13I,BUVW500C303,41.0,0.0,0.0,0.0,0.0975609756097561,136.3658536585366,124.0,55.24977651428147,58.0,270.0,high,dense
13I,BUVW500C305,41.0,0.0,0.0,0.0,0.07317073170731707,178.29268292682926,163.0,89.38071489489191,69.0,489.0,high,dense
13I,BUVW500C306,41.0,0.0,0.0,0.0,0.024390243902439025,434.0243902439024,407.0,175.64715878784918,187.0,1167.0,high,dense
13I,BUVW500C309,41.0,0.0,0.0,0.0,0.07317073170731707,90.04878048780488,73.0,51.313717083988465,31.0,303.0,high,dense
