cabang,sku,n_train,n_zero,zero_ratio,imputed_ratio,spike_ratio,qty_mean,qty_median,qty_std,qty_min,qty_max,scale_bucket,zero_bucket
29A,BUVW001K306,41.0,0.0,0.0,0.0,0.0975609756097561,904.0487804878048,759.0,537.4846486747093,351.0,3300.0,high,dense
29A,BUVW001K309,41.0,0.0,0.0,0.0,0.07317073170731707,295.4634146341463,252.0,150.45682064316253,113.0,910.0,high,dense
29A,BUVW001K310,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,45.51219512195122,44.0,29.501798208939327,0.0,114.0,medium,dense
29A,BUVW001K328,41.0,0.0,0.0,0.0,0.04878048780487805,167.0,156.0,108.0641013473022,24.0,575.0,high,dense
29A,BUVW001K329,41.0,0.0,0.0,0.0,0.07317073170731707,102.48780487804878,90.0,67.43705285346458,6.0,318.0,high,dense
29A,BUVW001K330,41.0,0.0,0.0,0.0,0.04878048780487805,194.53658536585365,172.0,114.13546722228274,52.0,671.0,high,dense
29A,BUVW001K331,41.0,0.0,0.0,0.0,0.024390243902439025,314.4634146341463,288.0,153.0093293823902,126.0,896.0,high,dense
29A,BUVW001K333,41.0,0.0,0.0,0.0,0.0975609756097561,161.7560975609756,140.0,97.04220228534719,32.0,456.0,high,dense
29A,BUVW001K334,41.0,0.0,0.0,0.0,0.04878048780487805,43.41463414634146,36.0,29.170169359943813,3.0,120.0,medium,dense
29A,BUVW001K370,41.0,1.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,61.80487804878049,60.0,42.852199192220645,0.0,192.0,high,dense
29A,BUVW001K461,41.0,0.0,0.0,0.0,0.024390243902439025,38.09756097560975,27.0,35.30637681641149,1.0,174.0,medium,dense
29A,BUVW001K462,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,85.2439024390244,60.0,67.43581410786291,0.0,249.0,high,dense
29A,BUVW001K465,41.0,0.0,0.0,0.0,0.0975609756097561,298.9512195121951,237.0,198.28350299754038,78.0,1118.0,high,dense
29A,BUVW001K466,41.0,0.0,0.0,0.0,0.0975609756097561,202.390243902439,148.0,136.07936618914354,54.0,687.0,high,dense
29A,BUVW001K470,41.0,0.0,0.0,0.0,0.07317073170731707,84.8780487804878,68.0,65.23580118384047,12.0,342.0,high,dense
29A,BUVW001K480,41.0,0.0,0.0,0.0,0.0975609756097561,315.7317073170732,255.0,204.72591731266513,96.0,1191.0,high,dense
29A,BUVW001K630,41.0,4.0,0.0975609756097561,0.0975609756097561,0.04878048780487805,47.02439024390244,30.0,46.85162099910634,0.0,213.0,medium,dense
29A,BUVW001K631,41.0,0.0,0.0,0.0,0.04878048780487805,233.85365853658536,198.0,153.22721053644645,24.0,712.0,high,dense
29A,BUVW001K642,41.0,2.0,0.04878048780487805,0.04878048780487805,0.024390243902439025,49.390243902439025,42.0,36.33860072208373,0.0,164.0,medium,dense
29A,BUVW001K645,41.0,0.0,0.0,0.0,0.07317073170731707,57.41463414634146,48.0,52.64407640454722,6.0,264.0,medium,dense
29A,BUVW001K648,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0975609756097561,40.58536585365854,24.0,53.177521383454916,0.0,316.0,medium,dense
29A,BUVW001K650,41.0,0.0,0.0,0.0,0.07317073170731707,297.2682926829268,276.0,220.7003652455342,43.0,1083.0,high,dense
29A,BUVW001K651,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,85.90243902439025,72.0,58.11230716382236,0.0,228.0,high,dense
29A,BUVW001K652,41.0,0.0,0.0,0.0,0.07317073170731707,139.58536585365854,116.0,98.791946941478,18.0,574.0,high,dense
29A,BUVW001K657,41.0,0.0,0.0,0.0,0.07317073170731707,160.82926829268294,138.0,110.41555652149391,45.0,600.0,high,dense
29A,BUVW001K660,41.0,0.0,0.0,0.0,0.04878048780487805,127.48780487804878,110.0,102.15897463052853,18.0,600.0,high,dense
29A,BUVW001K662,41.0,0.0,0.0,0.0,0.04878048780487805,79.02439024390245,57.0,63.05493152992795,3.0,326.0,high,dense
29A,BUVW001K670,41.0,0.0,0.0,0.0,0.07317073170731707,194.58536585365854,168.0,148.4801292445821,21.0,763.0,high,dense
29A,BUVW001K671,41.0,0.0,0.0,0.0,0.04878048780487805,179.0,165.0,110.4943437466371,24.0,528.0,high,dense
29A,BUVW001K731,41.0,0.0,0.0,0.0,0.024390243902439025,67.70731707317073,54.0,56.954913704806465,10.0,318.0,high,dense
29A,BUVW001K732,41.0,0.0,0.0,0.0,0.0975609756097561,313.8536585365854,260.0,246.738987695055,51.0,1269.0,high,dense
29A,BUVW001K733,41.0,0.0,0.0,0.0,0.07317073170731707,535.9512195121952,399.0,411.6564678964435,134.0,2500.0,high,dense
29A,BUVW001K750,41.0,0.0,0.0,0.0,0.0975609756097561,288.6341463414634,228.0,202.31309350825035,82.0,1173.0,high,dense
29A,BUVW001K752,41.0,0.0,0.0,0.0,0.12195121951219512,212.609756097561,156.0,162.0672511719719,54.0,936.0,high,dense
29A,BUVW001K753,41.0,0.0,0.0,0.0,0.07317073170731707,171.6829268292683,152.0,126.34346817789793,27.0,785.0,high,dense
29A,BUVW001K754,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,92.39024390243902,90.0,63.71611964361158,0.0,352.0,high,dense
29A,BUVW001K755,41.0,0.0,0.0,0.0,0.07317073170731707,89.39024390243902,70.0,64.55496806938272,12.0,319.0,high,dense
29A,BUVW001K911,41.0,0.0,0.0,0.0,0.12195121951219512,296.390243902439,240.0,237.0269898185416,86.0,1346.0,high,dense
29A,BUVW001K915,41.0,1.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,100.48780487804878,72.0,99.8303866443528,0.0,514.0,high,dense
29A,BUVW001K924,41.0,0.0,0.0,0.0,0.07317073170731707,59.80487804878049,48.0,48.40620802758419,6.0,192.0,medium,dense
29A,BUVW001KALU,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0975609756097561,91.41463414634147,78.0,69.71548451017037,0.0,334.0,high,dense
29A,BUVW001KBA,40.0,4.0,0.1,0.1,0.025,55.2,48.0,43.59498912630988,0.0,180.0,medium,dense
29A,BUVW001KBC,41.0,3.0,0.07317073170731707,0.07317073170731707,0.12195121951219512,39.78048780487805,27.0,32.981443415291835,0.0,138.0,medium,dense
29A,BUVW001KSB,41.0,0.0,0.0,0.0,0.12195121951219512,2053.4634146341464,1578.0,1436.3931929934954,556.0,8437.0,high,dense
29A,BUVW001KSBM,41.0,0.0,0.0,0.0,0.07317073170731707,156.09756097560975,138.0,114.39903952351364,30.0,536.0,high,dense
29A,BUVW001KSW,41.0,0.0,0.0,0.0,0.12195121951219512,4059.9268292682927,3167.0,2782.1579159911457,1104.0,15225.0,high,dense
29A,BUVW002KBA,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,66.21951219512195,50.0,61.63907534799738,0.0,240.0,high,dense
29A,BUVW002KBC,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,81.7560975609756,54.0,80.12826607627451,0.0,387.0,high,dense
29A,BUVW050C190,41.0,14.0,0.34146341463414637,0.34146341463414637,0.04878048780487805,30.4390243902439,24.0,34.5818223785906,0.0,132.0,medium,semi_sparse
29A,BUVW050C192,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,124.6829268292683,96.0,100.43068231979464,0.0,420.0,high,dense
29A,BUVW050C465,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,97.17073170731707,84.0,74.06075291239766,0.0,264.0,high,dense
29A,BUVW050C732,41.0,15.0,0.36585365853658536,0.36585365853658536,0.024390243902439025,15.21951219512195,12.0,17.186494981702857,0.0,72.0,medium,semi_sparse
29A,BUVW050C733,41.0,7.0,0.17073170731707318,0.17073170731707318,0.024390243902439025,55.90243902439025,48.0,51.7261079523913,0.0,204.0,medium,dense
29A,BUVW050CSW,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,128.78048780487805,120.0,93.377596937146,0.0,396.0,high,dense
29A,BUVW100C190,41.0,6.0,0.14634146341463414,0.14634146341463414,0.0975609756097561,46.829268292682926,36.0,55.95172134931346,0.0,324.0,medium,dense
29A,BUVW100C192,41.0,0.0,0.0,0.0,0.07317073170731707,288.2926829268293,252.0,160.31316912568957,84.0,708.0,high,dense
29A,BUVW100C194,40.0,9.0,0.225,0.225,0.025,19.5,12.0,16.68255652793337,0.0,72.0,medium,semi_sparse
29A,BUVW100C197,41.0,18.0,0.43902439024390244,0.43902439024390244,0.04878048780487805,14.048780487804878,12.0,19.14412601754412,0.0,84.0,medium,semi_sparse
29A,BUVW100C198,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0,50.34146341463415,36.0,39.819348158965106,0.0,144.0,medium,dense
29A,BUVW100C301,41.0,7.0,0.17073170731707318,0.17073170731707318,0.04878048780487805,32.48780487804878,36.0,28.17367738796225,0.0,120.0,medium,dense
29A,BUVW100C306,41.0,12.0,0.2926829268292683,0.2926829268292683,0.024390243902439025,22.829268292682926,24.0,24.269221700565915,0.0,108.0,medium,semi_sparse
29A,BUVW100C309,41.0,12.0,0.2926829268292683,0.2926829268292683,0.04878048780487805,19.317073170731707,12.0,22.269305135533802,0.0,108.0,medium,semi_sparse
29A,BUVW100C328,41.0,24.0,0.5853658536585366,0.5853658536585366,0.0975609756097561,8.78048780487805,0.0,13.422950858738087,0.0,48.0,low,sparse
29A,BUVW100C465,41.0,0.0,0.0,0.0,0.04878048780487805,112.97560975609755,84.0,105.12765758944647,12.0,528.0,high,dense
29A,BUVW100C466,41.0,9.0,0.21951219512195122,0.21951219512195122,0.024390243902439025,25.463414634146343,12.0,24.91194247843352,0.0,96.0,medium,semi_sparse
29A,BUVW100C470,41.0,22.0,0.5365853658536586,0.5365853658536586,0.07317073170731707,9.951219512195122,0.0,15.155776488705873,0.0,72.0,low,sparse
29A,BUVW100C480,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,63.51219512195122,60.0,42.61638297135241,0.0,156.0,high,dense
29A,BUVW100C630,40.0,26.0,0.65,0.65,0.0,5.7,0.0,8.588005947473848,0.0,24.0,low,sparse
29A,BUVW100C645,39.0,25.0,0.6410256410256411,0.6410256410256411,0.02564102564102564,9.538461538461538,0.0,17.231925929943543,0.0,84.0,low,sparse
29A,BUVW100C650,41.0,0.0,0.0,0.0,0.07317073170731707,86.34146341463415,60.0,67.62825214216969,12.0,312.0,high,dense
29A,BUVW100C652,40.0,12.0,0.3,0.3,0.025,30.0,24.0,42.62177125150226,0.0,252.0,medium,semi_sparse
29A,BUVW100C657,40.0,4.0,0.1,0.1,0.025,28.5,24.0,20.46009248794796,0.0,96.0,medium,dense
29A,BUVW100C660,40.0,18.0,0.45,0.45,0.05,12.9,12.0,18.508210236374723,0.0,84.0,medium,semi_sparse
29A,BUVW100C732,41.0,5.0,0.12195121951219512,0.12195121951219512,0.04878048780487805,28.975609756097562,24.0,27.096575249353975,0.0,144.0,medium,dense
29A,BUVW100C733,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,114.73170731707317,84.0,97.82203851644165,0.0,504.0,high,dense
29A,BUVW100C750,40.0,5.0,0.125,0.125,0.05,36.6,24.0,33.38723846483402,0.0,156.0,medium,dense
29A,BUVW100C911,40.0,16.0,0.4,0.4,0.05,17.1,12.0,23.040432688244778,0.0,108.0,medium,semi_sparse
29A,BUVW100CALU,41.0,22.0,0.5365853658536586,0.5365853658536586,0.04878048780487805,7.609756097560975,0.0,10.651004761947314,0.0,48.0,low,sparse
29A,BUVW100CSB,41.0,0.0,0.0,0.0,0.07317073170731707,485.8536585365854,420.0,261.8932569746317,132.0,1368.0,high,dense
29A,BUVW100CSW,41.0,0.0,0.0,0.0,0.0975609756097561,442.2439024390244,384.0,277.4513273069535,96.0,1440.0,high,dense
29A,BUVW200C190,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,88.39024390243902,84.0,58.65018245870191,0.0,252.0,high,dense
29A,BUVW200C192,41.0,0.0,0.0,0.0,0.0975609756097561,497.5609756097561,420.0,253.17010573727774,180.0,1284.0,high,dense
29A,BUVW200C194,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,64.09756097560975,48.0,48.56737839231637,0.0,252.0,medium,dense
29A,BUVW200C197,41.0,8.0,0.1951219512195122,0.1951219512195122,0.04878048780487805,24.878048780487806,12.0,25.93086493153595,0.0,132.0,medium,dense
29A,BUVW200C198,41.0,0.0,0.0,0.0,0.024390243902439025,94.2439024390244,84.0,72.27751396105323,12.0,396.0,high,dense
29A,BUVW200C301,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,84.29268292682927,72.0,52.064500334891825,0.0,276.0,high,dense
29A,BUVW200C306,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,131.41463414634146,120.0,75.12954665434768,0.0,444.0,high,dense
29A,BUVW200C309,41.0,0.0,0.0,0.0,0.024390243902439025,67.90243902439025,60.0,44.14057366983849,12.0,228.0,high,dense
29A,BUVW200C328,40.0,9.0,0.225,0.225,0.025,21.0,12.0,20.471368373338482,0.0,108.0,medium,semi_sparse
29A,BUVW200C465,41.0,0.0,0.0,0.0,0.07317073170731707,192.0,132.0,149.73576727021504,36.0,576.0,high,dense
29A,BUVW200C466,41.0,0.0,0.0,0.0,0.04878048780487805,76.39024390243902,60.0,58.588769422467166,12.0,336.0,high,dense
29A,BUVW200C470,40.0,9.0,0.225,0.225,0.05,24.6,18.0,25.484837120863123,0.0,120.0,medium,semi_sparse
29A,BUVW200C480,41.0,0.0,0.0,0.0,0.12195121951219512,142.2439024390244,120.0,72.12793511802653,48.0,336.0,high,dense
29A,BUVW200C630,40.0,18.0,0.45,0.45,0.0,10.2,12.0,12.3188411043347,0.0,48.0,medium,semi_sparse
29A,BUVW200C645,40.0,12.0,0.3,0.3,0.05,19.5,12.0,25.44677703636477,0.0,120.0,medium,semi_sparse
29A,BUVW200C650,41.0,0.0,0.0,0.0,0.024390243902439025,174.4390243902439,156.0,107.66941273650744,12.0,504.0,high,dense
29A,BUVW200C652,41.0,5.0,0.12195121951219512,0.12195121951219512,0.024390243902439025,53.26829268292683,48.0,45.855765390103294,0.0,216.0,medium,dense
29A,BUVW200C657,41.0,0.0,0.0,0.0,0.024390243902439025,49.46341463414634,48.0,31.314611254952222,12.0,180.0,medium,dense
29A,BUVW200C660,40.0,6.0,0.15,0.15,0.05,30.3,24.0,29.517660945479875,0.0,156.0,medium,dense
29A,BUVW200C732,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,71.41463414634147,48.0,58.35450951287145,0.0,252.0,medium,dense
29A,BUVW200C733,41.0,0.0,0.0,0.0,0.04878048780487805,234.14634146341464,192.0,156.85432110331067,36.0,840.0,high,dense
29A,BUVW200C750,41.0,0.0,0.0,0.0,0.07317073170731707,83.41463414634147,72.0,55.37913668962171,12.0,276.0,high,dense
29A,BUVW200C911,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,50.048780487804876,48.0,32.962062450271674,0.0,180.0,medium,dense
29A,BUVW200CALU,41.0,13.0,0.3170731707317073,0.3170731707317073,0.0975609756097561,28.097560975609756,12.0,39.21721871706915,0.0,180.0,medium,semi_sparse
29A,BUVW200CSB,41.0,0.0,0.0,0.0,0.0975609756097561,1017.3658536585366,864.0,445.92968930637267,504.0,2544.0,high,dense
29A,BUVW200CSW,41.0,0.0,0.0,0.0,0.04878048780487805,1115.7073170731708,1044.0,575.696718937256,396.0,2664.0,high,dense
29A,BUVW500C192,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,64.48780487804878,48.0,54.23657527500216,0.0,240.0,medium,dense
29A,BUVW500C198,41.0,6.0,0.14634146341463414,0.14634146341463414,0.07317073170731707,21.097560975609756,12.0,21.486978473076178,0.0,75.0,medium,dense
29A,BUVW500C306,41.0,1.0,0.024390243902439025,0.024390243902439025,0.07317073170731707,37.58536585365854,30.0,26.140940696306338,0.0,108.0,medium,dense
29A,BUVW500C309,41.0,12.0,0.2926829268292683,0.2926829268292683,0.024390243902439025,8.707317073170731,9.0,7.514133025303133,0.0,33.0,medium,semi_sparse
29A,BUVW500C330,40.0,17.0,0.425,0.425,0.05,8.05,5.0,11.81253137290638,0.0,54.0,medium,semi_sparse
29A,BUVW500C333,41.0,26.0,0.6341463414634146,0.6341463414634146,0.07317073170731707,3.1707317073170733,0.0,5.696061968695522,0.0,24.0,low,sparse
29A,BUVW500C465,40.0,6.0,0.15,0.15,0.05,22.75,13.5,27.585531324619044,0.0,123.0,medium,dense
29A,BUVW500C466,41.0,15.0,0.36585365853658536,0.36585365853658536,0.07317073170731707,9.365853658536585,6.0,11.665667785345542,0.0,48.0,medium,semi_sparse
29A,BUVW500C480,41.0,3.0,0.07317073170731707,0.07317073170731707,0.04878048780487805,24.29268292682927,18.0,22.153153164322934,0.0,96.0,medium,dense
29A,BUVW500C650,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0975609756097561,33.53658536585366,20.0,42.59993988315923,0.0,222.0,medium,dense
29A,BUVW500C670,39.0,12.0,0.3076923076923077,0.3076923076923077,0.02564102564102564,11.58974358974359,8.0,13.695404432294161,0.0,66.0,medium,semi_sparse
29A,BUVW500C671,39.0,19.0,0.48717948717948717,0.48717948717948717,0.05128205128205128,6.948717948717949,2.0,9.63258919651824,0.0,40.0,low,semi_sparse
29A,BUVW500C733,41.0,3.0,0.07317073170731707,0.07317073170731707,0.0975609756097561,34.24390243902439,24.0,31.87693561793925,0.0,126.0,medium,dense
29A,BUVW500C750,41.0,15.0,0.36585365853658536,0.36585365853658536,0.0975609756097561,11.731707317073171,6.0,15.703541623219747,0.0,66.0,medium,semi_sparse
29A,BUVW500C911,38.0,18.0,0.47368421052631576,0.47368421052631576,0.10526315789473684,6.552631578947368,2.5,9.635792982476222,0.0,36.0,low,semi_sparse
29A,BUVW500CSB,41.0,0.0,0.0,0.0,0.024390243902439025,200.8780487804878,189.0,101.27936490765312,44.0,548.0,high,dense
29A,BUVW500CSW,41.0,0.0,0.0,0.0,0.024390243902439025,254.65853658536585,231.0,144.9630314521771,66.0,726.0,high,dense
29A,BVWX001KA,41.0,0.0,0.0,0.0,0.07317073170731707,1027.219512195122,912.0,729.7762503738774,408.0,3732.0,high,dense
29A,BVWX001KBAS,41.0,0.0,0.0,0.0,0.0975609756097561,1668.9268292682927,1380.0,1091.8507542298055,504.0,5784.0,high,dense
29A,BVWX001KENA,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0,70.95121951219512,72.0,50.910682189257784,0.0,194.0,high,dense
29A,BVWX001KSUP,41.0,0.0,0.0,0.0,0.07317073170731707,711.1951219512196,602.0,501.3383697420433,192.0,2622.0,high,dense
29A,BVWX005KA,41.0,0.0,0.0,0.0,0.07317073170731707,282.3658536585366,192.0,253.6530855418046,80.0,1300.0,high,dense
29A,BVWX005KSUP,41.0,0.0,0.0,0.0,0.04878048780487805,199.5609756097561,172.0,160.84123364058235,20.0,796.0,high,dense
29A,BVWX500CA,41.0,0.0,0.0,0.0,0.12195121951219512,610.5121951219512,456.0,499.2683207430259,128.0,2844.0,high,dense
29A,BYZA001K9723,41.0,9.0,0.21951219512195122,0.21951219512195122,0.024390243902439025,23.585365853658537,24.0,22.396401061059002,0.0,102.0,medium,semi_sparse
29A,CHIJ005K,41.0,0.0,0.0,0.0,0.07317073170731707,123.5609756097561,108.0,60.836686621021606,48.0,320.0,high,dense
29A,CHIJ025KP,41.0,0.0,0.0,0.0,0.04878048780487805,19.853658536585368,16.0,19.109632355973982,2.0,102.0,medium,dense
29A,CKLM001KS600,41.0,0.0,0.0,0.0,0.12195121951219512,362.9268292682927,288.0,224.1637114079688,122.0,1279.0,high,dense
29A,CKLM001KS601,41.0,0.0,0.0,0.0,0.04878048780487805,183.29268292682926,154.0,124.37548872314815,36.0,737.0,high,dense
29A,CKLM001KS603,41.0,0.0,0.0,0.0,0.07317073170731707,213.0731707317073,187.0,103.02848883777303,70.0,608.0,high,dense
29A,CKLM001KS606,41.0,6.0,0.14634146341463414,0.14634146341463414,0.07317073170731707,24.73170731707317,16.0,25.289349922688704,0.0,102.0,medium,dense
29A,CKLM001KS607,41.0,0.0,0.0,0.0,0.024390243902439025,221.0487804878049,197.0,106.96961045537938,62.0,652.0,high,dense
29A,CKLM001KS609,41.0,0.0,0.0,0.0,0.024390243902439025,104.04878048780488,96.0,64.60067771297457,21.0,330.0,high,dense
29A,CKLM001KS610,41.0,0.0,0.0,0.0,0.07317073170731707,281.9756097560976,256.0,117.22616768556371,140.0,789.0,high,dense
29A,CKLM001KS611,41.0,0.0,0.0,0.0,0.07317073170731707,69.3170731707317,62.0,36.14169269997619,16.0,198.0,high,dense
29A,CKLM001KS615,41.0,0.0,0.0,0.0,0.024390243902439025,68.4390243902439,60.0,41.60111103112981,6.0,209.0,high,dense
29A,CKLM001KSPOL,41.0,0.0,0.0,0.0,0.04878048780487805,158.73170731707316,150.0,101.5554096024047,36.0,562.0,high,dense
29A,CKLM001KSW603,41.0,16.0,0.3902439024390244,0.36585365853658536,0.0,8.560975609756097,6.0,9.338224618437396,0.0,33.0,medium,semi_sparse
29A,CKLM001KSW607,41.0,15.0,0.36585365853658536,0.34146341463414637,0.0,8.146341463414634,6.0,8.653210316436773,0.0,30.0,medium,semi_sparse
29A,CKLM001KSWPOL,40.0,24.0,0.6,0.6,0.05,3.45,0.0,5.542146210213568,0.0,24.0,low,sparse
29A,CKLM500CS600,41.0,0.0,0.0,0.0,0.024390243902439025,89.92682926829268,78.0,53.87596414167566,10.0,244.0,high,dense
29A,CKLM500CS601,41.0,0.0,0.0,0.0,0.0,48.21951219512195,42.0,34.054744306132996,6.0,118.0,medium,dense
29A,CKLM500CS603,41.0,0.0,0.0,0.0,0.024390243902439025,52.80487804878049,52.0,30.09835503162517,6.0,148.0,high,dense
29A,CKLM500CS607,41.0,0.0,0.0,0.0,0.0,55.53658536585366,54.0,28.409591303797043,9.0,129.0,high,dense
29A,CKLM500CS609,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0,27.878048780487806,24.0,21.323924500371902,0.0,78.0,medium,dense
29A,CKLM500CS610,41.0,0.0,0.0,0.0,0.0,57.58536585365854,58.0,31.436424422758463,10.0,144.0,high,dense
29A,CKLM500CS611,41.0,13.0,0.3170731707317073,0.3170731707317073,0.0,16.146341463414632,12.0,16.586984318449446,0.0,54.0,medium,semi_sparse
29A,CKLM500CS615,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,15.097560975609756,12.0,14.081556870688662,0.0,69.0,medium,dense
29A,CKLM500CSPOL,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0975609756097561,63.609756097560975,48.0,56.386114447078405,0.0,240.0,medium,dense
29A,CXYZ002KBA,40.0,11.0,0.275,0.275,0.05,15.575,8.0,17.44572168550803,0.0,60.0,medium,semi_sparse
29A,CXYZ002KBD,41.0,17.0,0.4146341463414634,0.4146341463414634,0.07317073170731707,7.2926829268292686,4.0,9.633908610836581,0.0,44.0,low,semi_sparse
29A,CXYZ020KPBA,40.0,17.0,0.425,0.425,0.075,5.8,1.5,8.327279852604315,0.0,30.0,low,semi_sparse
29A,CXYZ020KPBB,38.0,22.0,0.5789473684210527,0.5789473684210527,0.07894736842105263,1.4210526315789473,0.0,2.0616390612269333,0.0,8.0,low,sparse
29A,DABC001K117,40.0,21.0,0.525,0.525,0.05,9.125,0.0,14.093438189455403,0.0,66.0,low,sparse
29A,DABC001K131,36.0,21.0,0.5833333333333334,0.5833333333333334,0.0,8.13888888888889,0.0,10.886827631271466,0.0,34.0,low,sparse
29A,DABC001K31,39.0,15.0,0.38461538461538464,0.38461538461538464,0.0,12.692307692307692,12.0,12.137705163649187,0.0,47.0,medium,semi_sparse
29A,DCDE001KMET02,41.0,0.0,0.0,0.0,0.04878048780487805,64.36585365853658,60.0,37.27516337828781,12.0,173.0,high,dense
29A,DCDE001KMET03,41.0,5.0,0.12195121951219512,0.12195121951219512,0.0,28.5609756097561,24.0,25.328885467473498,0.0,89.0,medium,dense
29A,DCDE200CMET02,38.0,14.0,0.3684210526315789,0.3684210526315789,0.02631578947368421,15.947368421052632,12.0,20.30836250125103,0.0,100.0,medium,semi_sparse
29A,DDEF005K101,41.0,12.0,0.2926829268292683,0.2926829268292683,0.07317073170731707,11.073170731707316,8.0,13.565379176238384,0.0,52.0,medium,semi_sparse
29A,DDEF005K102,41.0,1.0,0.024390243902439025,0.024390243902439025,0.04878048780487805,45.951219512195124,40.0,37.294739052252524,0.0,138.0,medium,dense
29A,DDEF005K103,41.0,5.0,0.12195121951219512,0.12195121951219512,0.04878048780487805,10.0,8.0,8.378544026261364,0.0,42.0,medium,dense
29A,DDEF005K106,41.0,2.0,0.04878048780487805,0.04878048780487805,0.04878048780487805,22.926829268292682,16.0,19.53508413585982,0.0,76.0,medium,dense
29A,DDEF005K107,41.0,3.0,0.07317073170731707,0.07317073170731707,0.04878048780487805,20.26829268292683,12.0,16.56053198155769,0.0,68.0,medium,dense
29A,DDEF005K108,41.0,4.0,0.0975609756097561,0.0975609756097561,0.07317073170731707,16.951219512195124,12.0,17.725618775535306,0.0,84.0,medium,dense
29A,DDEF005K109,41.0,6.0,0.14634146341463414,0.14634146341463414,0.024390243902439025,16.29268292682927,12.0,13.375806335393436,0.0,52.0,medium,dense
29A,DDEF005K110,41.0,4.0,0.0975609756097561,0.0975609756097561,0.0,23.26829268292683,20.0,17.179965643510325,0.0,64.0,medium,dense
29A,DDEF005K113,40.0,11.0,0.275,0.275,0.0,5.2,4.0,4.569688313446693,0.0,16.0,low,semi_sparse
29A,DDEF005K114,41.0,12.0,0.2926829268292683,0.2926829268292683,0.0,7.951219512195122,8.0,8.11773127022629,0.0,28.0,medium,semi_sparse
29A,DDEF005K118,41.0,15.0,0.36585365853658536,0.36585365853658536,0.0,5.2682926829268295,4.0,5.722868119413125,0.0,20.0,low,semi_sparse
29A,DDEF005K119,41.0,1.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,34.78048780487805,28.0,23.27607376161404,0.0,104.0,medium,dense
29A,DDEF005K120,41.0,12.0,0.2926829268292683,0.2926829268292683,0.024390243902439025,7.512195121951219,4.0,7.359082657571907,0.0,24.0,low,semi_sparse
29A,DDEF005K121,41.0,2.0,0.04878048780487805,0.04878048780487805,0.07317073170731707,26.78048780487805,24.0,23.752381138658446,0.0,104.0,medium,dense
29A,DDEF005K122,41.0,14.0,0.34146341463414637,0.34146341463414637,0.024390243902439025,7.609756097560975,4.0,8.957896094453451,0.0,38.0,low,semi_sparse
29A,DDEF005K123,41.0,1.0,0.024390243902439025,0.024390243902439025,0.0,32.90243902439025,34.0,18.846491554197534,0.0,69.0,medium,dense
29A,DDEF005K124,41.0,3.0,0.07317073170731707,0.07317073170731707,0.04878048780487805,25.609756097560975,24.0,21.694328808216778,0.0,94.0,medium,dense
29A,DDEF005K125,41.0,2.0,0.04878048780487805,0.04878048780487805,0.0,22.29268292682927,20.0,15.91578446454812,0.0,60.0,medium,dense
29A,DDEF005K126,41.0,3.0,0.07317073170731707,0.07317073170731707,0.024390243902439025,16.390243902439025,16.0,10.793234104707652,0.0,48.0,medium,dense
29A,DDEF005K127,41.0,8.0,0.1951219512195122,0.1951219512195122,0.0,6.829268292682927,8.0,5.291041669767827,0.0,20.0,medium,dense
29A,DDEF005KBA,40.0,5.0,0.125,0.125,0.075,32.55,15.0,51.974327982483516,0.0,300.0,medium,dense
29A,DDEF005KBB,40.0,4.0,0.1,0.1,0.1,26.15,15.0,30.078146083076195,0.0,100.0,medium,dense
29A,DDEF005KBC,39.0,8.0,0.20512820512820512,0.20512820512820512,0.10256410256410256,25.743589743589745,12.0,49.77460668840243,0.0,300.0,medium,semi_sparse
