cabang,sku,n_months,nonzero_months,total_qty,qty_12m,qty_6m,has_may24,zero_ratio_train,n_train,last_nz,months_since_last_nz,alive_recent,eligible_model
23A,AHIJ020KP722,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-08-01,9,0,0
23A,AHIJ020KP723,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-08-01,9,0,0
23A,AHIJ020KP724,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-08-01,9,0,0
23A,AHIJ020KPSB,1,1,2.0,2.0,2.0,False,0.0,1.0,2023-11-01,6,0,0
23A,AHIJ020KPSW,11,11,482.0,482.0,362.0,False,0.0,11.0,2024-04-01,1,1,0
23A,AJKL001K11,16,16,1865.0,1504.0,660.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K12,16,16,656.0,397.0,146.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K15,16,16,388.0,280.0,137.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K16,16,16,493.0,343.0,111.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K17,16,16,321.0,240.0,82.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K33,16,16,477.0,341.0,161.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K36,16,15,194.0,105.0,42.0,False,0.0625,16.0,2024-04-01,1,1,0
23A,AJKL001K37,16,15,232.0,160.0,57.0,False,0.0625,16.0,2024-04-01,1,1,0
23A,AJKL001K38,16,16,476.0,307.0,127.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K39,16,11,171.0,117.0,24.0,False,0.3125,16.0,2024-04-01,1,1,0
23A,AJKL001K41,16,16,1145.0,813.0,151.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K43,16,16,259.0,134.0,74.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K45,16,15,510.0,324.0,145.0,False,0.0625,16.0,2024-04-01,1,1,0
23A,AJKL001K46,16,16,295.0,175.0,107.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K47,16,16,528.0,330.0,135.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K49,16,16,717.0,483.0,142.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K61,16,15,933.0,593.0,248.0,False,0.0625,16.0,2024-04-01,1,1,0
23A,AJKL001K62,16,16,1050.0,727.0,337.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K63,16,15,420.0,266.0,84.0,False,0.0625,16.0,2024-04-01,1,1,0
23A,AJKL001K64,16,16,679.0,440.0,116.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K65,16,13,237.0,172.0,88.0,False,0.1875,16.0,2024-04-01,1,1,0
23A,AJKL001K66,16,15,381.0,271.0,114.0,False,0.0625,16.0,2024-04-01,1,1,0
23A,AJKL001K69,16,13,234.0,136.0,76.0,False,0.1875,16.0,2024-04-01,1,1,0
23A,AJKL001K72,16,16,1492.0,1110.0,505.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K77,16,16,1064.0,781.0,369.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K78,16,16,433.0,308.0,163.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K79,16,16,864.0,578.0,277.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K88,16,16,691.0,462.0,182.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001K91,16,13,267.0,158.0,75.0,False,0.1875,16.0,2024-04-01,1,1,0
23A,AJKL001K92,16,14,428.0,310.0,160.0,False,0.125,16.0,2024-04-01,1,1,0
23A,AJKL001K98,16,13,297.0,178.0,59.0,False,0.1875,16.0,2024-04-01,1,1,0
23A,AJKL001KSB,16,16,3048.0,2224.0,1084.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001KSBM,16,16,746.0,625.0,323.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001KSW,16,16,7190.0,4900.0,2384.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AJKL001KSWM,16,11,136.0,96.0,36.0,False,0.3125,16.0,2024-04-01,1,1,0
23A,AJKL001KW11,2,2,19.0,19.0,19.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL001KW17,1,1,3.0,3.0,3.0,False,0.0,1.0,2024-03-01,2,1,0
23A,AJKL001KW33,1,1,5.0,5.0,5.0,False,0.0,1.0,2024-02-01,3,1,0
23A,AJKL001KW36,1,1,3.0,3.0,3.0,False,0.0,1.0,2024-03-01,2,1,0
23A,AJKL001KW38,3,3,14.0,14.0,14.0,False,0.0,3.0,2024-04-01,1,1,0
23A,AJKL001KW41,2,2,5.0,5.0,5.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL001KW45,1,1,3.0,3.0,3.0,False,0.0,1.0,2024-03-01,2,1,0
23A,AJKL001KW47,2,2,10.0,10.0,10.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL001KW61,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-03-01,2,1,0
23A,AJKL001KW62,2,2,10.0,10.0,10.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL001KW72,1,1,7.0,7.0,7.0,False,0.0,1.0,2024-02-01,3,1,0
23A,AJKL001KW77,2,2,10.0,10.0,10.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL001KW79,1,1,6.0,6.0,6.0,False,0.0,1.0,2024-03-01,2,1,0
23A,AJKL001KW88,1,1,3.0,3.0,3.0,False,0.0,1.0,2024-03-01,2,1,0
23A,AJKL001KW92,2,2,8.0,8.0,8.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL001KWSB,2,2,27.0,27.0,27.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL001KWSW,2,2,48.0,48.0,48.0,False,0.0,2.0,2024-03-01,2,1,0
23A,AJKL004K38,1,1,12.0,12.0,12.0,False,0.0,1.0,2023-11-01,6,0,0
23A,AJKL004K45,1,1,15.0,15.0,15.0,False,0.0,1.0,2024-02-01,3,1,0
23A,AJKL004K62,1,1,4.0,4.0,4.0,False,0.0,1.0,2024-03-01,2,1,0
23A,AJKL004KSB,2,2,10.0,10.0,10.0,False,0.0,2.0,2024-02-01,3,1,0
23A,AJKL004KSW,7,4,36.0,36.0,32.0,False,0.42857142857142855,7.0,2024-03-01,2,1,0
23A,AJKL200C11,3,3,108.0,108.0,108.0,False,0.0,3.0,2024-04-01,1,1,0
23A,AJKL200C16,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-02-01,3,1,0
23A,AJKL200C38,1,1,24.0,24.0,24.0,False,0.0,1.0,2024-02-01,3,1,0
23A,AJKL200C41,3,3,36.0,36.0,36.0,False,0.0,3.0,2024-04-01,1,1,0
23A,AJKL200C47,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-02-01,3,1,0
23A,AJKL200C61,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-04-01,1,1,0
23A,AJKL200C62,3,3,60.0,60.0,60.0,False,0.0,3.0,2024-04-01,1,1,0
23A,AJKL200C72,3,2,24.0,24.0,24.0,False,0.3333333333333333,3.0,2024-04-01,1,1,0
23A,AJKL200C79,1,1,12.0,12.0,12.0,False,0.0,1.0,2024-04-01,1,1,0
23A,AJKL200CSB,3,3,120.0,120.0,120.0,False,0.0,3.0,2024-04-01,1,1,0
23A,AJKL200CSW,3,3,132.0,132.0,132.0,False,0.0,3.0,2024-04-01,1,1,0
23A,AKLM001K901,13,8,176.0,139.0,71.0,False,0.38461538461538464,13.0,2024-03-01,2,1,0
23A,AKLM001K902,14,5,74.0,66.0,66.0,False,0.6428571428571429,14.0,2024-04-01,1,1,0
23A,AKLM001K903,10,3,35.0,35.0,27.0,False,0.7,10.0,2023-12-01,5,0,0
23A,AKLM001K904,14,6,49.0,30.0,15.0,False,0.5714285714285714,14.0,2024-04-01,1,1,0
23A,AKLM005K901,14,4,46.0,10.0,6.0,False,0.7142857142857143,14.0,2024-04-01,1,1,0
23A,AKLM005K903,1,1,4.0,4.0,4.0,False,0.0,1.0,2023-03-01,14,0,0
23A,AKLM005K904,1,1,4.0,4.0,4.0,False,0.0,1.0,2023-10-01,7,0,0
23A,AKLM020KP901,2,2,5.0,5.0,5.0,False,0.0,2.0,2024-04-01,1,1,0
23A,AKLM020KP902,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-04-01,1,1,0
23A,ALMN001K803,11,2,4.0,4.0,2.0,False,0.8181818181818182,11.0,2024-03-01,2,1,0
23A,ALMN001K804,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-03-01,2,1,0
23A,ALMN001K806,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-03-01,2,1,0
23A,ALMN001K807,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-03-01,2,1,0
23A,ALMN001K808,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-03-01,2,1,0
23A,ALMN001KSW,4,2,3.0,3.0,3.0,False,0.5,4.0,2023-08-01,9,0,0
23A,AMNO001K,16,16,805.0,677.0,407.0,False,0.0,16.0,2024-04-01,1,1,0
23A,AMNO005K,10,2,8.0,8.0,4.0,False,0.8,10.0,2024-02-01,3,1,0
23A,ANOP001KSG,8,3,33.0,33.0,31.0,False,0.625,8.0,2023-08-01,9,0,0
23A,AOPQ200CA,12,10,372.0,372.0,39.0,False,0.16666666666666666,12.0,2024-03-01,2,1,0
23A,AOPQ200CB,12,10,372.0,372.0,39.0,False,0.16666666666666666,12.0,2024-03-01,2,1,0
23A,APQR005K010,40,39,763.0,210.0,56.0,False,0.025,40.0,2024-04-01,1,1,0
23A,APQR005K101,9,4,20.0,20.0,12.0,False,0.5555555555555556,9.0,2021-09-01,32,0,0
23A,APQR005K102,40,40,4620.0,1225.0,472.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K103,10,3,24.0,24.0,8.0,False,0.7,10.0,2023-05-01,12,0,0
23A,APQR005K104,40,40,2730.0,824.0,362.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K201,34,7,28.0,8.0,4.0,False,0.7941176470588235,34.0,2023-10-01,7,0,0
23A,APQR005K202,40,40,5203.0,1246.0,615.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K203,40,40,2496.0,664.0,278.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K204,40,21,920.0,16.0,10.0,False,0.475,40.0,2024-04-01,1,1,0
23A,APQR005K205,1,1,4.0,4.0,4.0,False,0.0,1.0,2023-06-01,11,0,0
23A,APQR005K206,20,5,25.0,11.0,8.0,False,0.75,20.0,2022-08-01,21,0,0
23A,APQR005K301,16,5,42.0,18.0,18.0,False,0.6875,16.0,2022-12-01,17,0,0
23A,APQR005K302,40,40,1374.0,332.0,136.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K303,40,40,2193.0,465.0,223.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K304,40,40,1413.0,292.0,120.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K305,40,40,1511.0,316.0,124.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K306,40,40,1553.0,374.0,198.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K307,40,40,1788.0,413.0,182.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K402,40,40,2222.0,510.0,224.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K403,40,40,1606.0,402.0,220.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K404,40,40,3550.0,790.0,332.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K405,40,40,2942.0,600.0,308.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K501,40,40,2091.0,457.0,217.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K502,40,40,3852.0,855.0,426.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K503,40,40,14760.0,2934.0,1308.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K504,40,40,9225.0,2084.0,1030.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K505,33,7,30.0,16.0,8.0,False,0.7878787878787878,33.0,2024-03-01,2,1,0
23A,APQR005K506,32,32,1232.0,396.0,180.0,False,0.0,32.0,2024-04-01,1,1,0
23A,APQR005K601,40,40,6298.0,1370.0,636.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K602,40,40,9102.0,2038.0,1070.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K603,40,40,9125.0,2185.0,1031.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K604,32,32,1978.0,752.0,428.0,False,0.0,32.0,2024-04-01,1,1,0
23A,APQR005K701,25,5,20.0,8.0,4.0,False,0.7727272727272727,22.0,2023-02-01,15,0,0
23A,APQR005K702,40,40,4840.0,1059.0,519.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K703,40,40,3281.0,841.0,404.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K801,40,40,2033.0,573.0,281.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005K802,20,3,16.0,12.0,4.0,False,0.85,20.0,2022-12-01,17,0,0
23A,APQR005K803,1,1,4.0,4.0,4.0,False,0.0,1.0,2023-02-01,15,0,0
23A,APQR005K805,38,19,274.0,8.0,4.0,False,0.5,38.0,2024-02-01,3,1,0
23A,APQR005KBA,40,40,1960.0,317.0,177.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005KBB,40,39,2109.0,297.0,157.0,False,0.025,40.0,2024-04-01,1,1,0
23A,APQR005KBC,40,38,1230.0,178.0,98.0,False,0.05,40.0,2024-04-01,1,1,0
23A,APQR005KMW,40,37,574.0,116.0,32.0,False,0.075,40.0,2024-04-01,1,1,0
23A,APQR005KSB,40,40,3504.0,692.0,256.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR005KSW,40,40,41331.0,10878.0,4971.0,False,0.0,40.0,2024-04-01,1,1,0
23A,APQR020KP010,37,16,55.0,9.0,2.0,False,0.5675675675675675,37.0,2024-04-01,1,1,0
23A,APQR020KP102,38,26,99.0,17.0,6.0,False,0.3157894736842105,38.0,2024-04-01,1,1,0
23A,APQR020KP104,39,20,83.0,30.0,12.0,False,0.48717948717948717,39.0,2024-04-01,1,1,0
23A,APQR020KP202,38,21,86.0,10.0,4.0,False,0.4473684210526316,38.0,2024-03-01,2,1,0
23A,APQR020KP203,29,10,45.0,28.0,12.0,False,0.6551724137931034,29.0,2023-06-01,11,0,0
23A,APQR020KP204,6,4,10.0,10.0,10.0,False,0.3333333333333333,6.0,2021-10-01,31,0,0
23A,APQR020KP302,27,13,59.0,32.0,20.0,False,0.5185185185185185,27.0,2023-11-01,6,0,0
23A,APQR020KP303,38,12,48.0,8.0,5.0,False,0.6842105263157895,38.0,2024-03-01,2,1,0
23A,APQR020KP304,28,8,36.0,21.0,7.0,False,0.7037037037037037,27.0,2023-06-01,11,0,0
23A,APQR020KP305,28,12,48.0,24.0,11.0,False,0.5714285714285714,28.0,2023-07-01,10,0,0
23A,APQR020KP306,40,29,181.0,94.0,41.0,False,0.275,40.0,2024-04-01,1,1,0
23A,APQR020KP307,36,18,57.0,12.0,3.0,False,0.5,36.0,2024-03-01,2,1,0
23A,APQR020KP402,36,23,134.0,34.0,17.0,False,0.3611111111111111,36.0,2024-04-01,1,1,0
23A,APQR020KP403,36,18,40.0,8.0,3.0,False,0.5,36.0,2023-12-01,5,0,0
23A,APQR020KP404,33,29,103.0,46.0,19.0,False,0.12121212121212122,33.0,2023-09-01,8,0,0
23A,APQR020KP405,37,24,67.0,20.0,8.0,False,0.35135135135135137,37.0,2024-03-01,2,1,0
23A,APQR020KP501,40,21,51.0,12.0,5.0,False,0.475,40.0,2024-04-01,1,1,0
23A,APQR020KP502,35,31,105.0,27.0,16.0,False,0.11428571428571428,35.0,2023-11-01,6,0,0
23A,APQR020KP503,40,39,595.0,67.0,14.0,False,0.025,40.0,2024-04-01,1,1,0
23A,APQR020KP504,40,37,299.0,43.0,18.0,False,0.075,40.0,2024-04-01,1,1,0
23A,APQR020KP506,20,7,36.0,22.0,7.0,False,0.65,20.0,2023-06-01,11,0,0
23A,APQR020KP601,39,28,144.0,37.0,10.0,False,0.28205128205128205,39.0,2024-03-01,2,1,0
23A,APQR020KP602,40,37,239.0,49.0,23.0,False,0.075,40.0,2024-04-01,1,1,0
23A,APQR020KP603,39,34,295.0,77.0,54.0,False,0.1282051282051282,39.0,2024-03-01,2,1,0
23A,APQR020KP604,30,16,71.0,29.0,20.0,False,0.4666666666666667,30.0,2024-04-01,1,1,0
23A,APQR020KP702,37,18,66.0,5.0,4.0,False,0.5135135135135135,37.0,2024-03-01,2,1,0
23A,APQR020KP703,36,12,37.0,6.0,4.0,False,0.6666666666666666,36.0,2024-03-01,2,1,0
23A,APQR020KP801,37,22,89.0,15.0,12.0,False,0.40540540540540543,37.0,2024-02-01,3,1,0
23A,APQR020KP805,4,2,2.0,2.0,2.0,False,0.5,4.0,2021-09-01,32,0,0
23A,APQR020KP888N1006,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-12-01,17,0,0
23A,APQR020KPBA,40,39,419.0,76.0,33.0,False,0.025,40.0,2024-04-01,1,1,0
23A,APQR020KPBB,40,36,258.0,69.0,18.0,False,0.1,40.0,2024-04-01,1,1,0
23A,APQR020KPBC,40,38,179.0,46.0,11.0,False,0.05,40.0,2024-04-01,1,1,0
23A,APQR020KPMW,31,11,38.0,21.0,10.0,False,0.6451612903225806,31.0,2023-11-01,6,0,0
23A,APQR020KPPROB1003,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-02-01,27,0,0
23A,APQR020KPSB,35,15,77.0,13.0,13.0,False,0.5714285714285714,35.0,2023-11-01,6,0,0
23A,APQR020KPSW,40,40,4772.0,1515.0,630.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AQRS001K,40,40,2490.0,604.0,348.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AQRS005K,40,40,2588.0,714.0,377.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AQRS025KP,40,31,187.0,40.0,7.0,False,0.225,40.0,2024-04-01,1,1,0
23A,ARST005KBA,40,40,1951.0,655.0,356.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ARST005KBB,40,37,825.0,238.0,107.0,False,0.075,40.0,2024-04-01,1,1,0
23A,ARST005KBC,40,39,425.0,112.0,63.0,False,0.025,40.0,2024-04-01,1,1,0
23A,ARST005KN9001,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-02-01,15,0,0
23A,ARST005KP9002,11,3,6.0,6.0,4.0,False,0.7272727272727273,11.0,2023-12-01,5,0,0
23A,ARST005KSW,38,23,143.0,31.0,4.0,False,0.39473684210526316,38.0,2024-02-01,3,1,0
23A,ARST025KPBA,40,34,281.0,177.0,108.0,False,0.15,40.0,2024-04-01,1,1,0
23A,ARST025KPBB,37,23,54.0,31.0,17.0,False,0.3783783783783784,37.0,2024-04-01,1,1,0
23A,ARST025KPBC,34,13,24.0,13.0,8.0,False,0.6176470588235294,34.0,2024-03-01,2,1,0
23A,ARST025KPN18003,6,3,3.0,3.0,3.0,False,0.5,6.0,2024-02-01,3,1,0
23A,ARST025KPP9002,9,2,2.0,2.0,1.0,False,0.7777777777777778,9.0,2023-09-01,8,0,0
23A,ARST025KPSW,38,12,22.0,10.0,2.0,False,0.6842105263157895,38.0,2024-02-01,3,1,0
23A,ARST025KPY12001,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-01-01,4,0,0
23A,ARST025KPY5001,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-01-01,16,0,0
23A,ATUV005K614,40,34,442.0,120.0,62.0,False,0.15,40.0,2024-04-01,1,1,0
23A,ATUV005K625,9,2,9.0,9.0,5.0,False,0.7777777777777778,9.0,2022-07-01,22,0,0
23A,ATUV005K634,1,0,0.0,0.0,0.0,False,0.0,0.0,,999,0,0
23A,ATUV005K635,17,2,10.0,10.0,8.0,False,0.7777777777777778,9.0,2022-06-01,23,0,0
23A,ATUV005K641,40,39,496.0,150.0,56.0,False,0.025,40.0,2024-04-01,1,1,0
23A,ATUV005K643,40,39,750.0,138.0,74.0,False,0.025,40.0,2024-04-01,1,1,0
23A,ATUV005K657,1,1,4.0,4.0,4.0,False,0.0,1.0,2022-04-01,25,0,0
23A,ATUV005K660,40,40,2440.0,663.0,321.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K661,40,40,3825.0,843.0,397.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K662,40,40,866.0,201.0,115.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K663,40,40,4703.0,1123.0,580.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K670,39,32,312.0,54.0,28.0,False,0.1794871794871795,39.0,2024-03-01,2,1,0
23A,ATUV005K680,40,38,971.0,237.0,77.0,False,0.05,40.0,2024-04-01,1,1,0
23A,ATUV005K681,40,40,2250.0,472.0,257.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K682,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-01-01,40,0,0
23A,ATUV005K683,40,40,1434.0,288.0,162.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K685,40,40,1654.0,329.0,190.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K686,40,40,7121.0,1528.0,796.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K687,30,4,17.0,2.0,2.0,False,0.8666666666666667,30.0,2023-06-01,11,0,0
23A,ATUV005K688,40,39,567.0,121.0,73.0,False,0.025,40.0,2024-04-01,1,1,0
23A,ATUV005K690,40,40,4760.0,860.0,414.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K691,40,40,3154.0,509.0,254.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005K692,12,2,5.0,5.0,3.0,False,0.8333333333333334,12.0,2022-09-01,20,0,0
23A,ATUV005K694,40,40,1922.0,495.0,265.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV005KMW,39,19,118.0,24.0,16.0,False,0.5128205128205128,39.0,2024-03-01,2,1,0
23A,ATUV005KSW,40,40,26636.0,5830.0,2730.0,False,0.0,40.0,2024-04-01,1,1,0
23A,ATUV020KP614,33,7,26.0,15.0,15.0,False,0.7878787878787878,33.0,2024-03-01,2,1,0
23A,ATUV020KP635,1,1,1.0,1.0,1.0,False,0.0,1.0,2021-11-01,30,0,0
23A,ATUV020KP641,35,14,38.0,7.0,7.0,False,0.6,35.0,2024-03-01,2,1,0
23A,ATUV020KP643,40,11,87.0,4.0,4.0,False,0.725,40.0,2024-04-01,1,1,0
23A,ATUV020KP660,33,9,18.0,7.0,5.0,False,0.7272727272727273,33.0,2023-11-01,6,0,0
23A,ATUV020KP661,40,37,399.0,100.0,48.0,False,0.075,40.0,2024-04-01,1,1,0
23A,ATUV020KP662,36,20,65.0,18.0,1.0,False,0.4444444444444444,36.0,2024-01-01,4,0,0
23A,ATUV020KP663,39,35,367.0,199.0,108.0,False,0.10256410256410256,39.0,2024-04-01,1,1,0
23A,ATUV020KP670,16,5,21.0,17.0,15.0,False,0.6875,16.0,2023-04-01,13,0,0
23A,ATUV020KP680,32,9,23.0,13.0,6.0,False,0.71875,32.0,2023-08-01,9,0,0
23A,ATUV020KP681,39,10,15.0,4.0,3.0,False,0.7435897435897436,39.0,2024-03-01,2,1,0
23A,ATUV020KP683,33,11,24.0,6.0,4.0,False,0.6666666666666666,33.0,2023-10-01,7,0,0
23A,ATUV020KP685,38,11,20.0,7.0,2.0,False,0.7105263157894737,38.0,2024-03-01,2,1,0
23A,ATUV020KP686,40,34,274.0,43.0,26.0,False,0.15,40.0,2024-04-01,1,1,0
23A,ATUV020KP688,40,18,102.0,14.0,2.0,False,0.55,40.0,2024-04-01,1,1,0
23A,ATUV020KP690,40,32,250.0,41.0,9.0,False,0.2,40.0,2024-04-01,1,1,0
23A,ATUV020KP691,40,26,144.0,43.0,17.0,False,0.35,40.0,2024-04-01,1,1,0
23A,ATUV020KP692,17,2,3.0,2.0,2.0,False,0.8823529411764706,17.0,2022-10-01,19,0,0
23A,ATUV020KP694,35,17,53.0,10.0,4.0,False,0.5142857142857142,35.0,2023-11-01,6,0,0
23A,ATUV020KPMW,23,18,181.0,120.0,58.0,False,0.21739130434782608,23.0,2023-07-01,10,0,0
23A,ATUV020KPSW,40,40,5381.0,1316.0,439.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AUVW001KA,41,41,117473.0,20195.0,7305.0,True,0.0,41.0,2024-05-01,0,1,1
23A,AUVW001KASP,41,41,97075.0,20681.0,7264.0,True,0.0,41.0,2024-05-01,0,1,1
23A,AUVW005KA,40,40,13619.0,2850.0,1100.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AUVW005KASP,40,40,15407.0,3781.0,1552.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AVWX004KRP,40,40,5762.0,1291.0,421.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AVWX021KPRP,40,40,1369.0,407.0,133.0,False,0.0,40.0,2024-04-01,1,1,0
23A,AWXY005KBA,3,2,22.0,22.0,22.0,False,0.3333333333333333,3.0,2022-06-01,23,0,0
23A,AWXY005KBB,4,3,21.0,21.0,21.0,False,0.25,4.0,2022-07-01,22,0,0
23A,AWXY005KBC,1,1,12.0,12.0,12.0,False,0.0,1.0,2022-06-01,23,0,0
23A,AWXY005KSW,24,9,62.0,14.0,4.0,False,0.625,24.0,2024-03-01,2,1,0
23A,AWXY025KPBA,1,1,4.0,4.0,4.0,False,0.0,1.0,2022-06-01,23,0,0
23A,AWXY025KPBB,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-06-01,23,0,0
23A,AWXY025KPBC,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-06-01,23,0,0
23A,AWXY025KPSW,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-06-01,23,0,0
23A,AXYZ001K,39,29,571.0,84.0,48.0,False,0.2564102564102564,39.0,2024-03-01,2,1,0
23A,AYZA100C,40,40,5760.0,1500.0,816.0,False,0.0,40.0,2024-04-01,1,1,0
23A,BABC005K01,13,5,16.0,12.0,8.0,False,0.6153846153846154,13.0,2022-07-01,22,0,0
23A,BABC005K02,13,2,8.0,4.0,4.0,False,0.8461538461538461,13.0,2022-07-01,22,0,0
23A,BABC005K03,7,3,12.0,12.0,8.0,False,0.5714285714285714,7.0,2022-01-01,28,0,0
23A,BABC005K04,13,2,8.0,4.0,4.0,False,0.8461538461538461,13.0,2022-07-01,22,0,0
23A,BABC005K06,1,1,6.0,6.0,6.0,False,0.0,1.0,2021-07-01,34,0,0
23A,BABC005K07,7,3,14.0,14.0,6.0,False,0.5714285714285714,7.0,2022-01-01,28,0,0
23A,BABC005KBA,36,7,30.0,4.0,4.0,False,0.8055555555555556,36.0,2024-01-01,4,0,0
23A,BABC005KBB,31,11,42.0,8.0,4.0,False,0.6451612903225806,31.0,2023-07-01,10,0,0
23A,BABC005KBC,15,5,24.0,16.0,4.0,False,0.6666666666666666,15.0,2022-03-01,26,0,0
23A,BABC005KMW,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-07-01,34,0,0
23A,BABC005KSW,39,10,36.0,6.0,4.0,False,0.7435897435897436,39.0,2024-03-01,2,1,0
23A,BABC025KP05,1,1,1.0,1.0,1.0,False,0.0,1.0,2021-11-01,30,0,0
23A,BABC025KPSW,3,2,6.0,6.0,6.0,False,0.3333333333333333,3.0,2021-04-01,37,0,0
