cabang,sku,n_months,nonzero_months,total_qty,qty_12m,qty_6m,has_may24,zero_ratio_train,n_train,last_nz,months_since_last_nz,alive_recent,eligible_model
02A,ATUV020KP694,38,11,21.0,7.0,6.0,False,0.7105263157894737,38.0,2024-03-01,2,1,0
02A,ATUV020KPMW,34,8,11.0,1.0,1.0,False,0.7647058823529411,34.0,2023-11-01,6,0,0
02A,ATUV020KPSW,41,41,1773.0,712.0,453.0,True,0.0,41.0,2024-05-01,0,1,1
02A,AUVW001KA,41,7,124.0,112.0,16.0,True,0.8292682926829268,41.0,2024-05-01,0,1,0
02A,AUVW001KASP,1,1,24.0,24.0,24.0,False,0.0,1.0,2023-10-01,7,0,0
02A,AUVW005KA,4,3,16.0,16.0,16.0,False,0.25,4.0,2023-10-01,7,0,0
02A,AVWX004KRP,41,41,5922.0,1539.0,853.0,True,0.0,41.0,2024-05-01,0,1,1
02A,AVWX021KPRP,41,41,1916.0,549.0,283.0,True,0.0,41.0,2024-05-01,0,1,1
02A,AWXY005KBA,26,13,160.0,52.0,40.0,True,0.5,26.0,2024-05-01,0,1,0
02A,AWXY005KBB,18,7,60.0,16.0,16.0,False,0.6111111111111112,18.0,2023-09-01,8,0,0
02A,AWXY005KBC,21,5,33.0,12.0,4.0,False,0.7619047619047619,21.0,2024-03-01,2,1,0
02A,AWXY005KSW,18,5,85.0,5.0,1.0,False,0.7222222222222222,18.0,2023-09-01,8,0,0
02A,AWXY025KPBA,22,16,68.0,42.0,15.0,True,0.2727272727272727,22.0,2024-05-01,0,1,0
02A,AWXY025KPBB,2,2,9.0,9.0,9.0,False,0.0,2.0,2022-09-01,20,0,0
02A,AWXY025KPBC,2,2,5.0,5.0,5.0,False,0.0,2.0,2022-09-01,20,0,0
02A,AWXY025KPSW,5,2,9.0,9.0,9.0,False,0.6,5.0,2022-08-01,21,0,0
02A,AXYZ001K,41,29,685.0,485.0,155.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
02A,AYZA100C,41,41,18540.0,4968.0,2844.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BABC005K02,1,1,20.0,20.0,20.0,False,0.0,1.0,2021-09-01,32,0,0
02A,BABC005K06,1,1,20.0,20.0,20.0,False,0.0,1.0,2021-09-01,32,0,0
02A,BABC005KBA,14,7,30.0,26.0,6.0,False,0.5,14.0,2022-08-01,21,0,0
02A,BABC005KBB,10,3,12.0,12.0,8.0,False,0.7,10.0,2022-06-01,23,0,0
02A,BABC005KBC,10,4,16.0,16.0,8.0,False,0.6,10.0,2022-06-01,23,0,0
02A,BABC005KSW,31,6,36.0,6.0,2.0,False,0.8064516129032258,31.0,2024-03-01,2,1,0
02A,BABC025KPBA,12,5,21.0,21.0,1.0,False,0.5833333333333334,12.0,2022-08-01,21,0,0
02A,BABC025KPBB,5,2,5.0,5.0,5.0,False,0.6,5.0,2022-01-01,28,0,0
02A,BABC025KPBC,5,3,13.0,13.0,13.0,False,0.4,5.0,2022-01-01,28,0,0
02A,BABC025KPSW,8,3,6.0,6.0,1.0,False,0.625,8.0,2022-08-01,21,0,0
02A,BBCD001K600,41,8,43.0,15.0,15.0,True,0.8048780487804879,41.0,2024-05-01,0,1,0
02A,BBCD001K610,33,4,27.0,3.0,3.0,False,0.8787878787878788,33.0,2024-02-01,3,1,0
02A,BBCD001K620,39,14,120.0,45.0,18.0,False,0.6410256410256411,39.0,2024-03-01,2,1,0
02A,BBCD001K650,13,5,36.0,30.0,21.0,False,0.6153846153846154,13.0,2022-02-01,27,0,0
02A,BBCD001K660,31,6,31.0,19.0,16.0,False,0.8064516129032258,31.0,2023-09-01,8,0,0
02A,BBCD001K670,38,11,75.0,15.0,6.0,True,0.7105263157894737,38.0,2024-05-01,0,1,0
02A,BBCD001K671,40,24,232.0,97.0,59.0,False,0.4,40.0,2024-04-01,1,1,0
02A,BBCD001K675,41,19,107.0,39.0,12.0,True,0.5365853658536586,41.0,2024-05-01,0,1,1
02A,BBCD001K680,41,40,761.0,196.0,99.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD001K700,41,38,662.0,152.0,56.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BBCD001K710,41,25,296.0,109.0,24.0,True,0.3902439024390244,41.0,2024-05-01,0,1,1
02A,BBCD001K720,38,22,229.0,90.0,29.0,False,0.42105263157894735,38.0,2024-04-01,1,1,0
02A,BBCD001K725,38,18,125.0,24.0,12.0,False,0.5263157894736842,38.0,2024-02-01,3,1,0
02A,BBCD001K730,15,3,10.0,7.0,3.0,False,0.8,15.0,2023-06-01,11,0,0
02A,BBCD001K731,36,12,65.0,24.0,15.0,False,0.6666666666666666,36.0,2024-02-01,3,1,0
02A,BBCD001K735,41,36,702.0,180.0,61.0,True,0.12195121951219512,41.0,2024-05-01,0,1,1
02A,BBCD001K740,35,6,39.0,12.0,12.0,True,0.8285714285714286,35.0,2024-05-01,0,1,0
02A,BBCD001K745,39,32,463.0,147.0,96.0,False,0.1794871794871795,39.0,2024-03-01,2,1,0
02A,BBCD001K750,41,11,102.0,15.0,0.0,True,0.6666666666666666,33.0,2023-09-01,8,0,0
02A,BBCD001K755,41,39,681.0,150.0,61.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
02A,BBCD001K765,40,26,265.0,86.0,29.0,False,0.35,40.0,2024-04-01,1,1,0
02A,BBCD001K770,41,31,595.0,143.0,59.0,True,0.24390243902439024,41.0,2024-05-01,0,1,1
02A,BBCD001K771,41,34,695.0,168.0,48.0,True,0.17073170731707318,41.0,2024-05-01,0,1,1
02A,BBCD001K831,39,11,117.0,26.0,18.0,False,0.717948717948718,39.0,2024-03-01,2,1,0
02A,BBCD001KBA,3,2,24.0,24.0,24.0,True,0.3333333333333333,3.0,2024-05-01,0,1,0
02A,BBCD001KBB,3,3,30.0,30.0,30.0,True,0.0,3.0,2024-05-01,0,1,0
02A,BBCD001KBC,3,3,48.0,48.0,48.0,True,0.0,3.0,2024-05-01,0,1,0
02A,BBCD001KMW,26,4,14.0,2.0,2.0,False,0.8461538461538461,26.0,2023-11-01,6,0,0
02A,BBCD001KSB,41,41,1462.0,370.0,232.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD001KSW,41,41,5166.0,1155.0,597.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K040,41,41,1665.0,401.0,251.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K050,39,23,191.0,68.0,40.0,False,0.41025641025641024,39.0,2024-03-01,2,1,0
02A,BBCD005K093,39,25,162.0,12.0,6.0,False,0.358974358974359,39.0,2024-03-01,2,1,0
02A,BBCD005K246,38,25,178.0,40.0,20.0,False,0.34210526315789475,38.0,2024-03-01,2,1,0
02A,BBCD005K260,38,8,26.0,12.0,6.0,False,0.7894736842105263,38.0,2024-03-01,2,1,0
02A,BBCD005K522,41,40,1239.0,276.0,200.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD005K600,39,21,118.0,38.0,22.0,False,0.46153846153846156,39.0,2024-03-01,2,1,0
02A,BBCD005K601,41,41,1897.0,481.0,312.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K602,41,39,750.0,164.0,110.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
02A,BBCD005K610,39,27,185.0,58.0,28.0,False,0.3076923076923077,39.0,2024-03-01,2,1,0
02A,BBCD005K615,37,16,100.0,35.0,19.0,False,0.5675675675675675,37.0,2024-03-01,2,1,0
02A,BBCD005K620,40,33,365.0,90.0,54.0,False,0.175,40.0,2024-04-01,1,1,0
02A,BBCD005K621,40,19,92.0,38.0,22.0,True,0.525,40.0,2024-05-01,0,1,1
02A,BBCD005K622,12,4,28.0,28.0,4.0,False,0.6666666666666666,12.0,2022-01-01,28,0,0
02A,BBCD005K630,39,21,138.0,40.0,28.0,False,0.46153846153846156,39.0,2024-03-01,2,1,0
02A,BBCD005K650,39,24,181.0,32.0,28.0,False,0.38461538461538464,39.0,2024-03-01,2,1,0
02A,BBCD005K651,9,3,14.0,14.0,4.0,False,0.6666666666666666,9.0,2021-10-01,31,0,0
02A,BBCD005K660,37,23,138.0,42.0,38.0,False,0.3783783783783784,37.0,2024-03-01,2,1,0
02A,BBCD005K661,40,38,1084.0,224.0,160.0,False,0.05,40.0,2024-04-01,1,1,0
02A,BBCD005K670,41,40,923.0,223.0,165.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD005K671,41,38,573.0,152.0,114.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BBCD005K675,41,40,749.0,203.0,157.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD005K680,41,41,1486.0,359.0,211.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K700,41,41,1293.0,315.0,191.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K710,41,38,1530.0,165.0,133.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BBCD005K711,41,38,720.0,111.0,79.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BBCD005K712,41,38,880.0,166.0,130.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BBCD005K720,41,38,1050.0,133.0,91.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BBCD005K725,40,36,707.0,110.0,74.0,False,0.1,40.0,2024-04-01,1,1,0
02A,BBCD005K730,41,27,181.0,60.0,40.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
02A,BBCD005K731,39,32,334.0,100.0,66.0,False,0.1794871794871795,39.0,2024-03-01,2,1,0
02A,BBCD005K735,39,34,444.0,78.0,46.0,False,0.1282051282051282,39.0,2024-04-01,1,1,0
02A,BBCD005K740,41,30,509.0,99.0,67.0,True,0.2682926829268293,41.0,2024-05-01,0,1,1
02A,BBCD005K745,41,40,1887.0,266.0,164.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD005K750,40,35,486.0,116.0,78.0,False,0.125,40.0,2024-04-01,1,1,0
02A,BBCD005K751,38,25,195.0,30.0,24.0,False,0.34210526315789475,38.0,2024-03-01,2,1,0
02A,BBCD005K752,41,34,488.0,90.0,64.0,True,0.17073170731707318,41.0,2024-05-01,0,1,1
02A,BBCD005K755,41,41,3260.0,570.0,284.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K760,36,17,130.0,66.0,42.0,False,0.5277777777777778,36.0,2023-12-01,5,0,0
02A,BBCD005K765,41,41,1799.0,259.0,143.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K770,41,41,5289.0,713.0,414.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K771,41,41,3077.0,560.0,322.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K772,41,41,1676.0,260.0,146.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005K775,41,37,1252.0,196.0,130.0,True,0.0975609756097561,41.0,2024-05-01,0,1,1
02A,BBCD005K776,41,38,950.0,142.0,92.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BBCD005K812,36,19,91.0,53.0,34.0,False,0.4722222222222222,36.0,2024-02-01,3,1,0
02A,BBCD005K816,41,34,344.0,76.0,52.0,True,0.17073170731707318,41.0,2024-05-01,0,1,1
02A,BBCD005K818,41,27,222.0,38.0,30.0,True,0.34146341463414637,41.0,2024-05-01,0,1,1
02A,BBCD005K820,1,1,2.0,2.0,2.0,False,0.0,1.0,2021-03-01,38,0,0
02A,BBCD005K831,41,36,640.0,112.0,58.0,True,0.12195121951219512,41.0,2024-05-01,0,1,1
02A,BBCD005K892,41,37,338.0,77.0,57.0,True,0.0975609756097561,41.0,2024-05-01,0,1,1
02A,BBCD005K893,40,29,162.0,30.0,20.0,False,0.275,40.0,2024-04-01,1,1,0
02A,BBCD005K900,37,20,96.0,22.0,12.0,False,0.4594594594594595,37.0,2024-03-01,2,1,0
02A,BBCD005KA1501,39,13,95.0,8.0,8.0,False,0.6666666666666666,39.0,2024-03-01,2,1,0
02A,BBCD005KA40115,24,2,6.0,2.0,2.0,False,0.9166666666666666,24.0,2023-02-01,15,0,0
02A,BBCD005KA40553,23,5,20.0,8.0,8.0,False,0.782608695652174,23.0,2023-01-01,16,0,0
02A,BBCD005KA44195,39,20,112.0,28.0,12.0,True,0.48717948717948717,39.0,2024-05-01,0,1,1
02A,BBCD005KA44475,39,5,24.0,12.0,4.0,False,0.8717948717948718,39.0,2024-03-01,2,1,0
02A,BBCD005KA44504,39,10,42.0,14.0,12.0,True,0.7435897435897436,39.0,2024-05-01,0,1,0
02A,BBCD005KA44505,30,4,16.0,12.0,12.0,False,0.8666666666666667,30.0,2024-02-01,3,1,0
02A,BBCD005KA44544,30,3,16.0,4.0,4.0,False,0.9,30.0,2023-07-01,10,0,0
02A,BBCD005KA44555,35,2,8.0,4.0,4.0,False,0.9428571428571428,35.0,2024-01-01,4,0,0
02A,BBCD005KAT1,41,37,689.0,174.0,113.0,True,0.0975609756097561,41.0,2024-05-01,0,1,1
02A,BBCD005KAT4,38,20,114.0,28.0,12.0,False,0.47368421052631576,38.0,2024-03-01,2,1,0
02A,BBCD005KAT5,39,19,106.0,20.0,16.0,False,0.5128205128205128,39.0,2024-03-01,2,1,0
02A,BBCD005KBA,41,41,6824.0,1602.0,841.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005KBB,41,41,4306.0,932.0,542.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005KBC,41,41,3077.0,602.0,369.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005KMW,41,41,1834.0,466.0,236.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD005KPS7,1,1,4.0,4.0,4.0,False,0.0,1.0,2021-03-01,38,0,0
02A,BBCD005KPS8,41,17,79.0,33.0,20.0,True,0.5853658536585366,41.0,2024-05-01,0,1,1
02A,BBCD005KSB,41,39,633.0,184.0,94.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
02A,BBCD005KSW,41,41,17301.0,2932.0,1414.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD025KP040,41,35,188.0,40.0,23.0,True,0.14634146341463414,41.0,2024-05-01,0,1,1
02A,BBCD025KP050,39,17,31.0,13.0,7.0,False,0.5641025641025641,39.0,2024-04-01,1,1,0
02A,BBCD025KP093,38,6,12.0,1.0,1.0,False,0.8421052631578947,38.0,2024-02-01,3,1,0
02A,BBCD025KP246,35,7,8.0,3.0,1.0,False,0.8,35.0,2024-01-01,4,0,0
02A,BBCD025KP260,5,3,7.0,7.0,7.0,False,0.4,5.0,2021-06-01,35,0,0
02A,BBCD025KP522,41,28,60.0,16.0,7.0,True,0.3170731707317073,41.0,2024-05-01,0,1,1
02A,BBCD025KP600,31,4,7.0,2.0,2.0,False,0.8709677419354839,31.0,2023-12-01,5,0,0
02A,BBCD025KP601,41,35,100.0,27.0,15.0,True,0.14634146341463414,41.0,2024-05-01,0,1,1
02A,BBCD025KP602,39,18,36.0,14.0,9.0,False,0.5384615384615384,39.0,2024-03-01,2,1,0
02A,BBCD025KP610,40,16,19.0,7.0,4.0,False,0.6,40.0,2024-04-01,1,1,0
02A,BBCD025KP615,32,9,12.0,1.0,1.0,False,0.71875,32.0,2024-03-01,2,1,0
02A,BBCD025KP620,36,16,27.0,5.0,2.0,False,0.5555555555555556,36.0,2023-12-01,5,0,0
02A,BBCD025KP621,32,3,8.0,1.0,1.0,False,0.90625,32.0,2024-03-01,2,1,0
02A,BBCD025KP622,9,2,4.0,4.0,2.0,False,0.7777777777777778,9.0,2022-03-01,26,0,0
02A,BBCD025KP630,26,5,7.0,4.0,4.0,False,0.8076923076923077,26.0,2024-04-01,1,1,0
02A,BBCD025KP650,1,1,2.0,2.0,2.0,False,0.0,1.0,2024-03-01,2,1,0
02A,BBCD025KP651,11,2,12.0,12.0,10.0,False,0.8181818181818182,11.0,2021-11-01,30,0,0
02A,BBCD025KP660,22,4,6.0,4.0,2.0,False,0.8181818181818182,22.0,2022-10-01,19,0,0
02A,BBCD025KP661,37,13,23.0,8.0,6.0,False,0.6486486486486487,37.0,2024-03-01,2,1,0
02A,BBCD025KP670,38,27,99.0,36.0,13.0,False,0.2894736842105263,38.0,2024-03-01,2,1,0
02A,BBCD025KP671,39,14,33.0,12.0,9.0,False,0.6410256410256411,39.0,2024-03-01,2,1,0
02A,BBCD025KP675,38,14,34.0,6.0,6.0,True,0.631578947368421,38.0,2024-05-01,0,1,1
02A,BBCD025KP680,41,16,31.0,13.0,10.0,True,0.6097560975609756,41.0,2024-05-01,0,1,1
02A,BBCD025KP700,39,23,53.0,13.0,11.0,False,0.41025641025641024,39.0,2024-03-01,2,1,0
02A,BBCD025KP710,40,26,80.0,8.0,8.0,True,0.35,40.0,2024-05-01,0,1,1
02A,BBCD025KP711,37,11,20.0,11.0,5.0,False,0.7027027027027027,37.0,2024-04-01,1,1,0
02A,BBCD025KP712,40,15,22.0,4.0,1.0,True,0.625,40.0,2024-05-01,0,1,0
02A,BBCD025KP720,38,15,26.0,6.0,3.0,False,0.6052631578947368,38.0,2024-03-01,2,1,0
02A,BBCD025KP725,33,11,16.0,3.0,2.0,False,0.6666666666666666,33.0,2024-03-01,2,1,0
02A,BBCD025KP730,29,8,21.0,8.0,5.0,False,0.7241379310344828,29.0,2024-03-01,2,1,0
02A,BBCD025KP731,34,10,18.0,10.0,7.0,False,0.7058823529411765,34.0,2024-03-01,2,1,0
02A,BBCD025KP735,31,7,13.0,4.0,4.0,False,0.7741935483870968,31.0,2023-07-01,10,0,0
02A,BBCD025KP740,36,14,59.0,36.0,32.0,False,0.6111111111111112,36.0,2023-12-01,5,0,0
02A,BBCD025KP745,40,30,119.0,32.0,14.0,False,0.25,40.0,2024-04-01,1,1,0
02A,BBCD025KP750,39,20,44.0,8.0,7.0,False,0.48717948717948717,39.0,2024-03-01,2,1,0
02A,BBCD025KP751,37,16,25.0,6.0,5.0,False,0.5675675675675675,37.0,2024-03-01,2,1,0
02A,BBCD025KP752,37,17,46.0,9.0,4.0,False,0.5405405405405406,37.0,2024-01-01,4,0,0
02A,BBCD025KP755,41,40,334.0,84.0,44.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD025KP760,10,2,3.0,3.0,2.0,False,0.8,10.0,2021-10-01,31,0,0
02A,BBCD025KP765,39,28,109.0,29.0,13.0,False,0.28205128205128205,39.0,2024-03-01,2,1,0
02A,BBCD025KP770,41,40,386.0,81.0,56.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD025KP771,40,37,319.0,88.0,36.0,False,0.075,40.0,2024-04-01,1,1,0
02A,BBCD025KP772,40,30,110.0,17.0,13.0,False,0.25,40.0,2024-04-01,1,1,0
02A,BBCD025KP775,38,27,75.0,14.0,10.0,False,0.2894736842105263,38.0,2024-03-01,2,1,0
02A,BBCD025KP776,38,25,43.0,14.0,9.0,False,0.34210526315789475,38.0,2024-03-01,2,1,0
02A,BBCD025KP812,35,7,12.0,1.0,1.0,False,0.8,35.0,2024-01-01,4,0,0
02A,BBCD025KP816,38,17,35.0,10.0,6.0,False,0.5526315789473685,38.0,2024-03-01,2,1,0
02A,BBCD025KP818,26,7,12.0,7.0,6.0,False,0.7307692307692307,26.0,2023-03-01,14,0,0
02A,BBCD025KP831,41,29,81.0,13.0,11.0,True,0.2926829268292683,41.0,2024-05-01,0,1,1
02A,BBCD025KP842,1,1,1.0,1.0,1.0,False,0.0,1.0,2022-05-01,24,0,0
02A,BBCD025KP888N16003,5,4,15.0,15.0,15.0,False,0.2,5.0,2023-11-01,6,0,0
02A,BBCD025KP892,39,23,79.0,11.0,11.0,False,0.41025641025641024,39.0,2024-03-01,2,1,0
02A,BBCD025KP893,34,8,13.0,1.0,1.0,False,0.7647058823529411,34.0,2023-10-01,7,0,0
02A,BBCD025KP900,41,22,52.0,14.0,5.0,True,0.4634146341463415,41.0,2024-05-01,0,1,1
02A,BBCD025KPA1501,1,1,1.0,1.0,1.0,False,0.0,1.0,2021-02-01,39,0,0
02A,BBCD025KPA40115,1,1,10.0,10.0,10.0,False,0.0,1.0,2021-11-01,30,0,0
02A,BBCD025KPA40553,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-03-01,26,0,0
02A,BBCD025KPA44195,28,8,16.0,7.0,7.0,False,0.7142857142857143,28.0,2023-07-01,10,0,0
02A,BBCD025KPA44475,35,8,16.0,13.0,4.0,False,0.7714285714285715,35.0,2024-03-01,2,1,0
02A,BBCD025KPA44504,37,10,20.0,10.0,4.0,True,0.7297297297297297,37.0,2024-05-01,0,1,0
02A,BBCD025KPA44505,21,2,5.0,1.0,1.0,False,0.9047619047619048,21.0,2023-07-01,10,0,0
02A,BBCD025KPA44555,17,4,10.0,9.0,7.0,False,0.7647058823529411,17.0,2022-08-01,21,0,0
02A,BBCD025KPAT1,39,29,92.0,18.0,10.0,False,0.2564102564102564,39.0,2024-03-01,2,1,0
02A,BBCD025KPAT4,37,5,13.0,4.0,1.0,False,0.8648648648648649,37.0,2024-02-01,3,1,0
02A,BBCD025KPAT5,25,5,7.0,6.0,4.0,False,0.8,25.0,2023-03-01,14,0,0
02A,BBCD025KPBA,41,41,3108.0,714.0,346.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD025KPBB,41,41,1022.0,241.0,139.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BBCD025KPBC,41,40,481.0,97.0,57.0,True,0.024390243902439025,41.0,2024-05-01,0,1,1
02A,BBCD025KPMW,41,39,273.0,64.0,32.0,True,0.04878048780487805,41.0,2024-05-01,0,1,1
02A,BBCD025KPPRON7001,1,1,9.0,9.0,9.0,False,0.0,1.0,2023-11-01,6,0,0
02A,BBCD025KPPS7,4,2,2.0,2.0,2.0,False,0.5,4.0,2022-03-01,26,0,0
02A,BBCD025KPPS8,26,4,4.0,2.0,2.0,False,0.8461538461538461,26.0,2023-03-01,14,0,0
02A,BBCD025KPSB,36,6,11.0,1.0,1.0,True,0.8333333333333334,36.0,2024-05-01,0,1,0
02A,BBCD025KPSW,41,41,6324.0,1667.0,723.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BCDE005K671,3,2,20.0,20.0,20.0,False,0.3333333333333333,3.0,2021-05-01,36,0,0
02A,BCDE005K710,4,2,12.0,12.0,12.0,False,0.5,4.0,2021-05-01,36,0,0
02A,BCDE005K745,10,2,8.0,8.0,4.0,False,0.8,10.0,2021-11-01,30,0,0
02A,BCDE005K750,1,1,4.0,4.0,4.0,False,0.0,1.0,2022-03-01,26,0,0
02A,BCDE005K770,26,3,24.0,4.0,4.0,False,0.8846153846153846,26.0,2023-05-01,12,0,0
02A,BCDE005K831,3,2,12.0,12.0,12.0,False,0.3333333333333333,3.0,2022-03-01,26,0,0
02A,BCDE005K888N3006,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-03-01,2,1,0
02A,BCDE005KBA,41,38,685.0,118.0,58.0,True,0.07317073170731707,41.0,2024-05-01,0,1,1
02A,BCDE005KBB,41,37,718.0,140.0,68.0,True,0.0975609756097561,41.0,2024-05-01,0,1,1
02A,BCDE005KBC,41,41,1310.0,185.0,92.0,True,0.0,41.0,2024-05-01,0,1,1
02A,BCDE005KSW,33,12,74.0,1.0,1.0,False,0.5862068965517241,29.0,2023-11-01,6,0,0
02A,BCDE005KY1005,1,1,2.0,2.0,2.0,False,0.0,1.0,2022-11-01,18,0,0
02A,BCDE025KP670,32,4,9.0,2.0,2.0,False,0.875,32.0,2023-12-01,5,0,0
02A,BCDE025KP671,1,1,1.0,1.0,1.0,False,0.0,1.0,2023-10-01,7,0,0
02A,BCDE025KP745,1,1,2.0,2.0,2.0,False,0.0,1.0,2023-02-01,15,0,0
02A,BCDE025KP770,32,2,2.0,1.0,1.0,False,0.9375,32.0,2024-02-01,3,1,0
02A,BCDE025KP888N9001,1,1,20.0,20.0,20.0,False,0.0,1.0,2023-05-01,12,0,0
02A,BCDE025KPBA,41,37,305.0,75.0,42.0,True,0.0975609756097561,41.0,2024-05-01,0,1,1
02A,BCDE025KPBB,40,36,188.0,46.0,22.0,False,0.1,40.0,2024-04-01,1,1,0
02A,BCDE025KPBC,40,38,235.0,53.0,32.0,True,0.05,40.0,2024-05-01,0,1,1
02A,BCDE025KPCCCA44505,1,1,7.0,7.0,7.0,False,0.0,1.0,2022-12-01,17,0,0
02A,BCDE025KPCRMCA1501,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-03-01,2,1,0
02A,BCDE025KPSW,40,30,101.0,16.0,13.0,False,0.25,40.0,2024-04-01,1,1,0
02A,BCDE025KPVI093,5,2,4.0,4.0,4.0,False,0.6,5.0,2022-09-01,20,0,0
02A,BEFG001K,34,28,6016.0,1559.0,551.0,False,0.17647058823529413,34.0,2023-10-01,7,0,0
02A,BEFG005K,25,7,36.0,4.0,4.0,False,0.72,25.0,2023-03-01,14,0,0
02A,BFGH001K735,1,1,60.0,60.0,60.0,True,0.0,1.0,2024-05-01,0,1,0
02A,BFGH001K745,1,1,60.0,60.0,60.0,True,0.0,1.0,2024-05-01,0,1,0
02A,BFGH001K755,1,1,60.0,60.0,60.0,True,0.0,1.0,2024-05-01,0,1,0
02A,BFGH001K765,1,1,4.0,4.0,4.0,True,0.0,1.0,2024-05-01,0,1,0
02A,BFGH001K770,1,1,5.0,5.0,5.0,False,0.0,1.0,2024-03-01,2,1,0
02A,BFGH001K771,1,1,1.0,1.0,1.0,False,0.0,1.0,2024-03-01,2,1,0
02A,BFGH001K913,1,1,2.0,2.0,2.0,False,0.0,1.0,2023-12-01,5,0,0
02A,BFGH001KBA,8,8,213.0,213.0,165.0,True,0.0,8.0,2024-05-01,0,1,0
02A,BFGH001KBB,8,8,150.0,150.0,98.0,True,0.0,8.0,2024-05-01,0,1,0
02A,BFGH001KBC,8,8,233.0,233.0,187.0,True,0.0,8.0,2024-05-01,0,1,0
02A,BFGH001KSW,8,6,208.0,208.0,182.0,True,0.25,8.0,2024-05-01,0,1,0
02A,BFGH005K040,21,10,86.0,54.0,8.0,True,0.5238095238095238,21.0,2024-05-01,0,1,0
02A,BFGH005K601,19,10,53.0,34.0,14.0,False,0.47368421052631576,19.0,2024-03-01,2,1,0
02A,BFGH005K602,15,3,9.0,7.0,7.0,False,0.8,15.0,2023-11-01,6,0,0
02A,BFGH005K620,19,7,51.0,37.0,31.0,False,0.631578947368421,19.0,2024-03-01,2,1,0
02A,BFGH005K670,19,8,53.0,16.0,8.0,False,0.5789473684210527,19.0,2024-03-01,2,1,0
02A,BFGH005K680,19,11,105.0,82.0,52.0,False,0.42105263157894735,19.0,2024-03-01,2,1,0
02A,BFGH005K700,19,10,64.0,42.0,24.0,False,0.47368421052631576,19.0,2024-03-01,2,1,0
02A,BFGH005K710,19,10,72.0,44.0,20.0,False,0.47368421052631576,19.0,2024-03-01,2,1,0
02A,BFGH005K712,21,10,66.0,42.0,14.0,True,0.5238095238095238,21.0,2024-05-01,0,1,0
02A,BFGH005K720,7,3,10.0,10.0,8.0,False,0.5714285714285714,7.0,2023-03-01,14,0,0
02A,BFGH005K725,12,2,6.0,6.0,3.0,False,0.8333333333333334,12.0,2023-08-01,9,0,0
02A,BFGH005K735,19,10,50.0,38.0,22.0,False,0.47368421052631576,19.0,2024-03-01,2,1,0
02A,BFGH005K736,1,1,8.0,8.0,8.0,True,0.0,1.0,2024-05-01,0,1,0
02A,BFGH005K745,18,9,91.0,61.0,40.0,False,0.5,18.0,2024-03-01,2,1,0
02A,BFGH005K752,15,8,35.0,29.0,10.0,False,0.4666666666666667,15.0,2023-11-01,6,0,0
